SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_9,adm2_7,adm2_3,adm2_1,adm2_8,adm2_2,adm2_5,adm2_4,adm2_6,adm2_10
8420,1325,1,50,24,31,374,31.980000000000004,20.059999999999995,0,1,0,0,0,1,0,0,0,0,0,0
8435,6731,2,65,3,31,141,14.299999999999997,10.7,0,2,0,0,0,0,0,1,0,0,0,0
8438,4849,1,50,13,55,151,7.319999999999999,6.449999999999999,0,3,0,0,1,0,0,0,0,0,0,0
8450,2973,1,48,22,55,247,25.080000000000002,16.880000000000003,0,9,1,0,0,0,0,0,0,0,0,0
8452,3159,2,47,17,587,285,15.61,8.939999999999998,0,9,1,0,0,0,0,0,0,0,0,0
8460,4193,2,40,20,422,107,7.93,3.95,0,3,0,0,1,0,0,0,0,0,0,0
8477,2831,2,65,21,7,21,3.1800000000000006,2.56,0,10,0,0,0,0,0,0,0,0,0,1
8494,801,2,18,8,37,214,17.55,8.91,0,6,0,0,0,0,0,0,0,0,1,0
8498,10379,2,21,23,15,74,5.54,4.22,0,5,0,0,0,0,0,0,1,0,0,0
8499,4190,2,28,18,44,190,18.75,8.01,0,1,0,0,0,1,0,0,0,0,0,0
8542,5935,1,22,14,26,127,10.739999999999998,7.59,0,7,0,1,0,0,0,0,0,0,0,0
8558,8308,2,60,3,1130,277,26.669999999999998,15.520000000000001,0,5,0,0,0,0,0,0,1,0,0,0
8580,8813,1,37,20,28,177,16.5,8.719999999999999,0,4,0,0,0,0,0,0,0,1,0,0
8585,9746,2,21,13,50,93,8.09,6.2799999999999985,0,3,0,0,1,0,0,0,0,0,0,0
8588,6357,2,38,20,885,268,25.48,10.43,0,1,0,0,0,1,0,0,0,0,0,0
8594,10644,2,25,5,18,253,20.71,10.489999999999998,0,6,0,0,0,0,0,0,0,0,1,0
8596,4416,1,23,24,904,196,16.470000000000002,9.11,0,1,0,0,0,1,0,0,0,0,0,0
8598,3507,2,23,30,14,68,4.779999999999999,3.8899999999999997,0,2,0,0,0,0,0,1,0,0,0,0
8621,5371,1,38,21,42,269,27.020000000000003,16.560000000000002,0,4,0,0,0,0,0,0,0,1,0,0
8635,7578,1,60,23,14,186,9.94,7.57,0,10,0,0,0,0,0,0,0,0,0,1
8643,3619,2,26,6,27,105,8.32,6.1499999999999995,0,7,0,1,0,0,0,0,0,0,0,0
8659,4685,1,21,21,1077,225,18.220000000000002,9.629999999999999,0,10,0,0,0,0,0,0,0,0,0,1
8667,8603,2,35,8,20,180,13.31,9.839999999999998,0,7,0,1,0,0,0,0,0,0,0,0
8668,7949,1,50,6,54,232,17.150000000000002,11.440000000000001,0,7,0,1,0,0,0,0,0,0,0,0
8672,287,2,22,30,34,230,17.53,12.56,0,5,0,0,0,0,0,0,1,0,0,0
8685,2497,1,28,8,19,112,8.38,5.209999999999999,0,6,0,0,0,0,0,0,0,0,1,0
8686,3126,1,32,13,22,87,4.56,5.04,0,3,0,0,1,0,0,0,0,0,0,0
8703,2276,1,18,1,0,78,8.75,8.57,1,2,0,0,0,0,0,1,0,0,0,0
8720,1559,1,28,19,28,101,17.429999999999996,5.8500000000000005,0,10,0,0,0,0,0,0,0,0,0,1
8756,3100,2,65,22,108,149,14.449999999999998,6.489999999999999,0,4,0,0,0,0,0,0,0,1,0,0
8777,7748,2,50,1,16,157,12.36,7.94,1,1,0,0,0,1,0,0,0,0,0,0
8812,5715,1,45,24,27,251,19.53,11.43,0,9,1,0,0,0,0,0,0,0,0,0
8818,5243,1,27,4,129,286,16.93,12.129999999999999,0,6,0,0,0,0,0,0,0,0,1,0
8819,4223,2,65,5,811,290,21.919999999999998,9.520000000000001,0,1,0,0,0,1,0,0,0,0,0,0
8820,10228,1,22,22,30,93,4.76,4.45,0,2,0,0,0,0,0,1,0,0,0,0
8841,6951,2,23,27,9,249,24.59,16.729999999999997,0,4,0,0,0,0,0,0,0,1,0,0
8850,3921,1,32,8,23,282,24.85,12.39,0,6,0,0,0,0,0,0,0,0,1,0
8855,11871,2,36,9,19,106,10.01,7.159999999999999,0,10,0,0,0,0,0,0,0,0,0,1
8864,8171,1,30,26,103,279,20.460000000000004,10.529999999999998,0,1,0,0,0,1,0,0,0,0,0,0
8873,8779,2,35,29,6,346,15.569999999999997,7.879999999999999,0,1,0,0,0,1,0,0,0,0,0,0
8887,3581,1,45,1,1197,192,23.419999999999998,8.24,1,1,0,0,0,1,0,0,0,0,0,0
8903,8210,1,30,23,45,136,14.220000000000002,8.82,0,5,0,0,0,0,0,0,1,0,0,0
8933,8220,1,45,18,41,113,5.36,4.929999999999999,0,3,0,0,1,0,0,0,0,0,0,0
8941,9992,1,65,24,26,217,13.429999999999998,7.249999999999999,0,1,0,0,0,1,0,0,0,0,0,0
8947,5000,2,32,6,197,148,9.47,7.62,0,5,0,0,0,0,0,0,1,0,0,0
8976,10229,2,60,27,37,179,9.82,6.03,0,5,0,0,0,0,0,0,1,0,0,0
8991,1359,2,25,11,14,98,6.790000000000001,8.09,0,10,0,0,0,0,0,0,0,0,0,1
8994,11112,2,50,1,112,234,21.93,11.98,1,8,0,0,0,0,1,0,0,0,0,0
9001,3372,1,65,26,521,339,3.06,2.04,0,2,0,0,0,0,0,1,0,0,0,0
9010,752,2,40,15,17,61,8.57,3.7,0,8,0,0,0,0,1,0,0,0,0,0
9028,5548,1,29,1,496,212,13.419999999999998,8.829999999999998,1,2,0,0,0,0,0,1,0,0,0,0
9032,3676,2,70,7,29,234,19.27,11.3,1,5,0,0,0,0,0,0,1,0,0,0
9045,4824,2,45,3,13,239,9.92,7.75,0,2,0,0,0,0,0,1,0,0,0,0
9050,5371,2,55,21,22,112,11.119999999999997,7.06,0,4,0,0,0,0,0,0,0,1,0,0
9096,10332,2,35,16,74,140,8.2,5.43,0,3,0,0,1,0,0,0,0,0,0,0
9097,5742,1,76,29,21,48,2.04,2.5399999999999996,0,3,0,0,1,0,0,0,0,0,0,0
9105,10597,2,58,3,50,125,11.010000000000002,6.409999999999999,0,9,1,0,0,0,0,0,0,0,0,0
9106,7865,2,65,2,726,283,27.48,15.34,0,1,0,0,0,1,0,0,0,0,0,0
9118,1356,2,56,26,206,173,16.790000000000003,10.659999999999998,0,1,0,0,0,1,0,0,0,0,0,0
9121,706,2,19,28,26,183,19.26,9.879999999999997,0,1,0,0,0,1,0,0,0,0,0,0
9218,4210,1,43,16,24,144,14.09,10.79,0,7,0,1,0,0,0,0,0,0,0,0
9219,2236,2,21,4,8,81,7.970000000000001,5.18,0,5,0,0,0,0,0,0,1,0,0,0
9222,2732,1,40,28,182,195,12.069999999999999,7.1499999999999995,0,4,0,0,0,0,0,0,0,1,0,0
9231,182,1,35,13,70,140,4.68,5.27,0,3,0,0,1,0,0,0,0,0,0,0
9244,10335,2,38,18,38,314,26.340000000000003,12.959999999999997,0,1,0,0,0,1,0,0,0,0,0,0
9248,2333,2,40,26,40,138,10.24,6.199999999999999,0,2,0,0,0,0,0,1,0,0,0,0
9255,9548,1,35,2,12,91,8.42,6.569999999999999,0,6,0,0,0,0,0,0,0,0,1,0
9266,8813,2,30,20,22,122,11.450000000000001,6.159999999999999,0,4,0,0,0,0,0,0,0,1,0,0
9281,3853,2,40,15,32,57,8.86,4.75,0,10,0,0,0,0,0,0,0,0,0,1
9300,10221,2,99,5,63,238,14.630000000000003,6.27,0,1,0,0,0,1,0,0,0,0,0,0
9321,1782,2,30,26,1905,183,15.35,3.98,0,1,0,0,0,1,0,0,0,0,0,0
9336,7819,1,30,2,830,310,35.37000000000001,19.17,0,1,0,0,0,1,0,0,0,0,0,0
9347,10229,1,40,27,37,183,10.07,6.45,0,5,0,0,0,0,0,0,1,0,0,0
9367,9321,1,65,1,20,302,30.67,18.779999999999998,1,8,0,0,0,0,1,0,0,0,0,0
9386,5967,1,30,24,1964,343,52.88999999999999,18.150000000000002,0,1,0,0,0,1,0,0,0,0,0,0
9402,9828,2,42,3,1027,176,18.340000000000003,9.889999999999999,0,5,0,0,0,0,0,0,1,0,0,0
9455,8341,2,65,5,1643,222,20.099999999999998,8.52,0,5,0,0,0,0,0,0,1,0,0,0
9505,1017,2,44,30,12,53,6.279999999999999,4.7799999999999985,0,2,0,0,0,0,0,1,0,0,0,0
9512,6041,2,75,21,1392,217,27.410000000000004,10.119999999999996,0,1,0,0,0,1,0,0,0,0,0,0
9514,3370,2,45,8,14,77,4.15,3.269999999999999,0,7,0,1,0,0,0,0,0,0,0,0
9527,2911,2,45,12,159,221,9.879999999999999,9.72,0,10,0,0,0,0,0,0,0,0,0,1
9528,1858,2,28,3,25,170,15.500000000000002,9.799999999999997,0,5,0,0,0,0,0,0,1,0,0,0
9552,6447,1,55,30,18,108,8.500000000000002,5.630000000000001,0,5,0,0,0,0,0,0,1,0,0,0
9560,10976,2,28,30,21,207,18.560000000000002,11.59,0,5,0,0,0,0,0,0,1,0,0,0
9571,11597,1,57,9,33,66,11.5,7.94,0,10,0,0,0,0,0,0,0,0,0,1
9572,10384,1,25,30,22,268,26.69,15.51,0,1,0,0,0,1,0,0,0,0,0,0
9576,4112,2,45,9,16,238,12.62,7.8999999999999995,0,7,0,1,0,0,0,0,0,0,0,0
9577,2988,2,34,21,48,281,37.02,16.499999999999996,0,1,0,0,0,1,0,0,0,0,0,0
9582,676,2,20,18,140,211,8.09,9.24,0,3,0,0,1,0,0,0,0,0,0,0
9589,1235,1,32,14,52,250,9.01,6.209999999999999,0,3,0,0,1,0,0,0,0,0,0,0
9596,4176,1,65,5,59,439,23.520000000000007,16.3,0,9,1,0,0,0,0,0,0,0,0,0
9597,366,2,56,17,68,202,26.339999999999996,13.449999999999998,0,9,1,0,0,0,0,0,0,0,0,0
9599,10644,1,30,5,28,390,31.28,16.13,0,6,0,0,0,0,0,0,0,0,1,0
9631,8239,1,37,1,16,35,3.83,3.6999999999999997,1,8,0,0,0,0,1,0,0,0,0,0
9637,9195,1,18,21,32,141,15.75,10.689999999999998,0,4,0,0,0,0,0,0,0,1,0,0
9646,71,1,25,19,2272,168,9.12,9.109999999999998,0,2,0,0,0,0,0,1,0,0,0,0
9664,7334,1,70,18,15,48,2.72,2.53,0,2,0,0,0,0,0,1,0,0,0,0
9674,7908,1,65,23,19,140,13.699999999999998,8.189999999999998,0,5,0,0,0,0,0,0,1,0,0,0
9689,8779,1,45,29,2,365,18.479999999999997,9.68,0,1,0,0,0,1,0,0,0,0,0,0
9691,6446,2,50,28,40,241,23.78,14.589999999999996,0,7,0,1,0,0,0,0,0,0,0,0
9696,8135,2,45,15,24,230,12.72,7,0,8,0,0,0,0,1,0,0,0,0,0
9704,6673,1,35,27,86,394,27.82,17.740000000000002,0,4,0,0,0,0,0,0,0,1,0,0
9722,1739,2,40,2,34,31,5.26,3.6399999999999992,0,2,0,0,0,0,0,1,0,0,0,0
9728,5318,2,30,12,40,106,9.139999999999999,9.69,0,10,0,0,0,0,0,0,0,0,0,1
9763,3978,1,23,28,11,263,11.720000000000002,9.2,0,3,0,0,1,0,0,0,0,0,0,0
9776,5073,1,20,6,108,208,17.69,15.73,0,5,0,0,0,0,0,0,1,0,0,0
9779,11263,1,75,22,297,153,18.06,9.16,0,2,0,0,0,0,0,1,0,0,0,0
9788,9413,2,31,8,19,174,15.629999999999999,7.680000000000001,0,6,0,0,0,0,0,0,0,0,1,0
9810,11100,2,55,19,2596,233,13.83,7.039999999999999,0,4,0,0,0,0,0,0,0,1,0,0
9811,2926,2,30,2,21,210,14.68,9.94,0,5,0,0,0,0,0,0,1,0,0,0
9812,9652,2,68,6,29,191,15.319999999999999,8.36,0,5,0,0,0,0,0,0,1,0,0,0
9814,5611,2,35,8,283,288,19.560000000000006,9.479999999999997,0,6,0,0,0,0,0,0,0,0,1,0
9828,10072,2,48,27,631,85,10.18,8.57,0,3,0,0,1,0,0,0,0,0,0,0
9840,9717,2,18,27,28,105,15.270000000000001,6.53,0,1,0,0,0,1,0,0,0,0,0,0
9863,9516,2,38,4,30,210,15.299999999999997,8.41,0,5,0,0,0,0,0,0,1,0,0,0
9866,5938,1,52,19,34,45,8.92,2.5,0,3,0,0,1,0,0,0,0,0,0,0
9910,11756,2,23,2,18,162,18.46,13.790000000000001,0,1,0,0,0,1,0,0,0,0,0,0
9917,3434,1,75,20,619,107,26.069999999999997,8.28,0,8,0,0,0,0,1,0,0,0,0,0
9927,4458,2,30,24,431,363,32.71,13.54,0,1,0,0,0,1,0,0,0,0,0,0
9933,3204,2,37,29,21,211,14.67,8.299999999999999,0,5,0,0,0,0,0,0,1,0,0,0
9962,8432,2,67,3,13,119,12.070000000000002,7.23,0,9,1,0,0,0,0,0,0,0,0,0
9988,7199,2,65,30,727,169,17.47,8.99,0,1,0,0,0,1,0,0,0,0,0,0
9995,1816,1,50,19,55,130,8.79,9.309999999999999,0,10,0,0,0,0,0,0,0,0,0,1
10010,11486,2,30,10,94,102,8.25,4.76,0,9,1,0,0,0,0,0,0,0,0,0
10041,123,2,24,8,34,301,28.33,14.07,0,6,0,0,0,0,0,0,0,0,1,0
10050,1725,1,19,3,1037,224,18.65,7.71,0,5,0,0,0,0,0,0,1,0,0,0
10054,11597,2,25,9,205,120,8.69,9.379999999999999,0,10,0,0,0,0,0,0,0,0,0,1
10058,1827,1,24,11,691,231,21.749999999999996,12.639999999999997,0,10,0,0,0,0,0,0,0,0,0,1
10063,3516,2,40,23,54,172,11.65,9.96,0,5,0,0,0,0,0,0,1,0,0,0
10066,4126,1,70,1,1099,261,28.969999999999995,13.02,1,1,0,0,0,1,0,0,0,0,0,0
10078,10270,2,30,22,21,145,9.38,6.390000000000001,0,6,0,0,0,0,0,0,0,0,1,0
10123,10131,1,35,14,13,105,13.219999999999999,10.020000000000001,0,8,0,0,0,0,1,0,0,0,0,0
10186,10922,2,30,21,117,111,15.91,7.92,0,3,0,0,1,0,0,0,0,0,0,0
10188,2804,2,43,11,16,162,11.76,8.559999999999999,0,10,0,0,0,0,0,0,0,0,0,1
10215,7065,2,45,29,8,46,7.049999999999999,4.75,0,3,0,0,1,0,0,0,0,0,0,0
10218,3029,1,55,24,44,251,24.37,13.629999999999999,0,9,1,0,0,0,0,0,0,0,0,0
10219,801,2,22,8,28,264,23.57,11.869999999999997,0,6,0,0,0,0,0,0,0,0,1,0
10232,1325,1,18,24,36,377,27.95,16.689999999999998,0,1,0,0,0,1,0,0,0,0,0,0
10259,8899,2,40,4,1488,267,26.759999999999998,9.3,0,1,0,0,0,1,0,0,0,0,0,0
10271,2286,2,23,22,1362,283,25.07,10.889999999999999,0,4,0,0,0,0,0,0,0,1,0,0
10312,6946,1,40,23,19,138,9.79,8.62,0,6,0,0,0,0,0,0,0,0,1,0
10336,6827,1,65,26,103,345,41.49,18.29,0,1,0,0,0,1,0,0,0,0,0,0
10339,5885,1,50,6,129,231,34.949999999999996,15.160000000000002,0,1,0,0,0,1,0,0,0,0,0,0
10346,5796,1,45,4,16,273,24.32,12.83,0,6,0,0,0,0,0,0,0,0,1,0
10347,10975,1,48,1,574,125,21.349999999999998,8.02,1,2,0,0,0,0,0,1,0,0,0,0
10354,610,2,30,7,26,166,13.319999999999999,6.8999999999999995,1,6,0,0,0,0,0,0,0,0,1,0
10377,3290,2,70,24,10,69,6.86,4.41,0,6,0,0,0,0,0,0,0,0,1,0
10387,8573,2,22,6,24,148,11.989999999999998,7.58,0,6,0,0,0,0,0,0,0,0,1,0
10408,6583,1,35,3,72,280,18.830000000000002,10.420000000000002,0,5,0,0,0,0,0,0,1,0,0,0
10429,4650,2,20,4,10,172,13.48,7.28,0,6,0,0,0,0,0,0,0,0,1,0
10430,2254,1,18,20,13,244,20.02,13.58,0,4,0,0,0,0,0,0,0,1,0,0
10437,10006,1,33,17,67,82,8.13,5.160000000000001,0,2,0,0,0,0,0,1,0,0,0,0
10458,473,2,52,29,32,190,16.349999999999998,8.91,0,5,0,0,0,0,0,0,1,0,0,0
10461,7132,1,45,19,784,108,7.500000000000001,3.8299999999999996,0,2,0,0,0,0,0,1,0,0,0,0
10462,6793,2,35,25,24,183,14.489999999999998,8.94,0,9,1,0,0,0,0,0,0,0,0,0
10466,8376,2,46,20,23,76,12.24,6.84,0,2,0,0,0,0,0,1,0,0,0,0
10471,3075,2,48,19,50,138,14.919999999999996,8.71,0,4,0,0,0,0,0,0,0,1,0,0
10521,7680,1,62,16,51,125,10.22,6.5,0,3,0,0,1,0,0,0,0,0,0,0
10524,998,2,35,19,57,67,5.7700000000000005,2.889999999999999,0,10,0,0,0,0,0,0,0,0,0,1
10533,3126,2,26,13,19,65,3.43,3.4699999999999998,0,3,0,0,1,0,0,0,0,0,0,0
10540,9477,2,48,9,20,104,8.65,5.07,0,9,1,0,0,0,0,0,0,0,0,0
10555,10004,2,60,2,1185,247,22.480000000000008,10.669999999999996,0,6,0,0,0,0,0,0,0,0,1,0
10570,6388,1,83,29,13,77,4.78,3.72,0,5,0,0,0,0,0,0,1,0,0,0
10591,8037,1,60,19,60,249,18.369999999999997,10.579999999999998,0,4,0,0,0,0,0,0,0,1,0,0
10596,5816,1,22,10,16,123,11.59,7.42,0,9,1,0,0,0,0,0,0,0,0,0
10598,11882,2,50,27,22,95,5.669999999999998,5.339999999999999,0,3,0,0,1,0,0,0,0,0,0,0
10602,7950,2,22,20,921,169,16.5,6.619999999999999,0,8,0,0,0,0,1,0,0,0,0,0
10603,8699,1,57,6,8,41,2.89,1.7600000000000005,0,6,0,0,0,0,0,0,0,0,1,0
10604,1929,1,56,6,46,137,9.61,7.0200000000000005,0,7,0,1,0,0,0,0,0,0,0,0
10609,4824,2,19,3,13,224,8.139999999999999,6.129999999999999,0,2,0,0,0,0,0,1,0,0,0,0
10614,11104,2,43,29,24,208,15.659999999999998,10.079999999999998,0,3,0,0,1,0,0,0,0,0,0,0
10651,4613,2,42,17,24,120,10.249999999999996,6.389999999999999,0,2,0,0,0,0,0,1,0,0,0,0
10705,6359,2,25,29,9,14,0.51,0.6000000000000001,0,3,0,0,1,0,0,0,0,0,0,0
10713,5807,2,35,26,446,148,20.79,8.29,0,1,0,0,0,1,0,0,0,0,0,0
10732,5811,1,21,3,48,154,12.4,8.899999999999997,0,2,0,0,0,0,0,1,0,0,0,0
10748,4636,2,30,30,58,120,10.809999999999999,4.7299999999999995,0,5,0,0,0,0,0,0,1,0,0,0
10782,11460,2,29,21,26,188,11.14,10.879999999999997,0,10,0,0,0,0,0,0,0,0,0,1
10791,11324,2,60,8,10,78,6.460000000000001,3.1799999999999997,0,9,1,0,0,0,0,0,0,0,0,0
10794,5847,1,22,27,8,75,5.77,5.859999999999999,0,3,0,0,1,0,0,0,0,0,0,0
10807,8773,2,22,18,121,304,12.040000000000001,10.629999999999997,0,3,0,0,1,0,0,0,0,0,0,0
10814,8275,1,45,7,29,114,14.88,6.769999999999999,1,1,0,0,0,1,0,0,0,0,0,0
10815,9903,1,31,27,38,139,12.23,7.55,0,5,0,0,0,0,0,0,1,0,0,0
10817,1235,2,27,14,71,561,15.149999999999997,11.269999999999998,0,3,0,0,1,0,0,0,0,0,0,0
10818,4542,2,45,16,16,462,17.64,12.68,0,7,0,1,0,0,0,0,0,0,0,0
10824,2286,1,70,22,607,134,10.46,4.92,0,4,0,0,0,0,0,0,0,1,0,0
10826,6648,2,30,3,28,177,25.29,9.68,0,5,0,0,0,0,0,0,1,0,0,0
10829,5292,2,34,19,31,88,3.8099999999999996,3.4899999999999998,0,3,0,0,1,0,0,0,0,0,0,0
10832,1641,1,61,23,48,81,11.850000000000001,5.800000000000001,0,5,0,0,0,0,0,0,1,0,0,0
10853,1002,2,27,25,27,192,9.17,8.13,0,3,0,0,1,0,0,0,0,0,0,0
10865,5066,1,38,5,19,130,10.9,8.36,0,5,0,0,0,0,0,0,1,0,0,0
10884,1823,1,37,20,20,148,9.81,8.1,0,2,0,0,0,0,0,1,0,0,0,0
10948,1883,2,28,2,54,253,25.47,14.119999999999997,0,8,0,0,0,0,1,0,0,0,0,0
10950,5059,1,24,29,1212,253,31.709999999999997,15.57,0,1,0,0,0,1,0,0,0,0,0,0
10964,6325,1,40,26,27,278,30.679999999999996,17.080000000000005,0,1,0,0,0,1,0,0,0,0,0,0
11002,5183,1,70,12,22,124,5.959999999999999,5.73,0,10,0,0,0,0,0,0,0,0,0,1
11003,1232,2,21,4,16,156,14.010000000000002,7.1099999999999985,0,6,0,0,0,0,0,0,0,0,1,0
11004,1470,2,40,25,35,155,14.33,8.729999999999997,0,1,0,0,0,1,0,0,0,0,0,0
11007,8039,1,65,24,15,116,7.83,5.139999999999999,0,6,0,0,0,0,0,0,0,0,1,0
11022,5742,2,72,29,55,157,5.6899999999999995,3.93,0,3,0,0,1,0,0,0,0,0,0,0
11059,6494,1,48,23,13,97,6.96,6.19,0,10,0,0,0,0,0,0,0,0,0,1
11062,11376,1,45,4,522,178,23.32,10.08,0,1,0,0,0,1,0,0,0,0,0,0
11071,11551,2,40,8,15,124,20.47,9.86,0,1,0,0,0,1,0,0,0,0,0,0
11078,6793,1,66,25,18,166,13.580000000000002,8.02,0,9,1,0,0,0,0,0,0,0,0,0
11088,8941,2,52,1,304,118,13.91,8.02,1,2,0,0,0,0,0,1,0,0,0,0
11105,8797,1,35,8,13,123,11.25,5.42,0,6,0,0,0,0,0,0,0,0,1,0
11115,9698,1,47,19,159,113,4.24,3.89,0,3,0,0,1,0,0,0,0,0,0,0
11116,2722,2,25,4,12,341,21.320000000000007,11.729999999999999,0,6,0,0,0,0,0,0,0,0,1,0
11125,7163,1,75,15,14,74,5.6000000000000005,3.789999999999999,0,8,0,0,0,0,1,0,0,0,0,0
11167,1401,2,38,14,2,7,0.8800000000000001,1.14,0,7,0,1,0,0,0,0,0,0,0,0
11171,434,2,23,5,642,175,14.120000000000001,8.19,0,5,0,0,0,0,0,0,1,0,0,0
11173,6173,2,60,27,118,203,20.350000000000005,8.799999999999999,0,1,0,0,0,1,0,0,0,0,0,0
11177,4465,2,45,28,9,75,6.830000000000001,4.2299999999999995,0,7,0,1,0,0,0,0,0,0,0,0
11199,9181,2,29,15,27,123,8.209999999999999,7.6,0,9,1,0,0,0,0,0,0,0,0,0
11204,5542,1,50,1,18,191,22.089999999999996,10.93,1,8,0,0,0,0,1,0,0,0,0,0
11210,6024,1,40,9,11,89,8.249999999999998,6.419999999999999,0,9,1,0,0,0,0,0,0,0,0,0
11237,5564,1,54,1,488,348,8.980000000000002,5.31,1,2,0,0,0,0,0,1,0,0,0,0
11240,3636,2,24,9,31,178,14.56,9.41,0,9,1,0,0,0,0,0,0,0,0,0
11242,10779,1,65,24,88,184,17.720000000000002,10.329999999999998,0,6,0,0,0,0,0,0,0,0,1,0
11282,4458,1,35,24,722,537,45.199999999999996,18.13,0,1,0,0,0,1,0,0,0,0,0,0
11288,9657,1,62,14,73,94,7.03,3.119999999999999,0,8,0,0,0,0,1,0,0,0,0,0
11296,10417,2,40,6,18,60,5.05,2.13,0,9,1,0,0,0,0,0,0,0,0,0
11301,539,2,41,17,310,114,22.529999999999998,9.75,0,2,0,0,0,0,0,1,0,0,0,0
11309,1512,2,70,2,1164,123,12.98,3.66,0,1,0,0,0,1,0,0,0,0,0,0
11329,1657,1,55,8,61,166,14.01,7.07,0,6,0,0,0,0,0,0,0,0,1,0
11330,5243,2,46,4,78,173,12.1,7.470000000000001,0,6,0,0,0,0,0,0,0,0,1,0
11339,6293,2,51,21,2748,238,26.2,19.750000000000007,0,4,0,0,0,0,0,0,0,1,0,0
11345,172,2,20,4,30,180,15.799999999999999,7.339999999999999,0,6,0,0,0,0,0,0,0,0,1,0
11374,7030,1,19,4,19,263,36.88,18.68,0,1,0,0,0,1,0,0,0,0,0,0
11387,10216,1,24,28,15,184,18.779999999999998,13.019999999999996,0,7,0,1,0,0,0,0,0,0,0,0
11397,8289,2,45,25,105,31,4.59,2.3099999999999996,0,3,0,0,1,0,0,0,0,0,0,0
11398,8015,1,25,21,31,122,10.919999999999998,8.649999999999999,0,3,0,0,1,0,0,0,0,0,0,0
11404,10419,1,45,22,34,98,9.56,7.529999999999999,0,6,0,0,0,0,0,0,0,0,1,0
11415,9213,2,27,22,60,210,17.470000000000002,14.059999999999999,0,2,0,0,0,0,0,1,0,0,0,0
11417,5730,2,60,4,208,91,8.049999999999999,4.55,0,9,1,0,0,0,0,0,0,0,0,0
11466,223,2,55,15,103,153,12.27,6.789999999999999,0,9,1,0,0,0,0,0,0,0,0,0
11497,8210,2,25,23,41,123,13.79,8.319999999999999,0,5,0,0,0,0,0,0,1,0,0,0
11511,754,1,20,15,20,196,17.82,11.33,0,9,1,0,0,0,0,0,0,0,0,0
11571,4437,2,26,9,72,150,11.54,8.049999999999999,0,7,0,1,0,0,0,0,0,0,0,0
11574,11281,1,40,24,20,79,6.04,4.799999999999998,0,7,0,1,0,0,0,0,0,0,0,0
11581,11507,1,65,12,2029,90,7.870000000000001,8.989999999999998,0,10,0,0,0,0,0,0,0,0,0,1
11598,676,2,33,18,110,171,6.970000000000001,7.91,0,3,0,0,1,0,0,0,0,0,0,0
11603,3863,1,80,10,680,125,10.489999999999998,4.779999999999999,0,9,1,0,0,0,0,0,0,0,0,0
11613,9215,1,31,4,6,109,8.75,5.42,0,9,1,0,0,0,0,0,0,0,0,0
11626,1024,1,23,21,13,67,10.540000000000001,4.8,0,5,0,0,0,0,0,0,1,0,0,0
11639,2391,1,21,24,17,188,18.430000000000003,13.25,0,1,0,0,0,1,0,0,0,0,0,0
11643,6897,1,21,28,32,143,9.62,9.16,0,3,0,0,1,0,0,0,0,0,0,0
11653,4112,1,50,9,28,386,20.990000000000002,13.24,0,7,0,1,0,0,0,0,0,0,0,0
11683,3574,2,20,24,10,85,8.979999999999999,6.12,0,1,0,0,0,1,0,0,0,0,0,0
11706,7293,1,60,29,22,123,9.730000000000002,8.06,0,3,0,0,1,0,0,0,0,0,0,0
11712,6544,1,78,7,584,179,19.45,11.389999999999997,1,1,0,0,0,1,0,0,0,0,0,0
11714,8716,2,25,4,1003,241,23.529999999999998,9.88,0,6,0,0,0,0,0,0,0,0,1,0
11721,3622,2,54,25,31,166,7.6099999999999985,6.549999999999999,0,3,0,0,1,0,0,0,0,0,0,0
11726,9250,2,30,5,5,60,6.299999999999999,4.08,0,5,0,0,0,0,0,0,1,0,0,0
11731,11853,1,29,30,63,397,20.66,13.23,0,7,0,1,0,0,0,0,0,0,0,0
11773,8171,2,22,26,103,279,20.399999999999995,10.509999999999998,0,1,0,0,0,1,0,0,0,0,0,0
11779,8531,2,65,3,57,225,15.959999999999999,9.02,0,5,0,0,0,0,0,0,1,0,0,0
11795,1518,1,55,9,18,134,12.13,7.91,0,9,1,0,0,0,0,0,0,0,0,0
11817,3354,2,20,29,19,187,19.8,9.969999999999997,0,1,0,0,0,1,0,0,0,0,0,0
11854,8175,1,23,12,84,161,15.790000000000001,11.299999999999999,0,7,0,1,0,0,0,0,0,0,0,0
11861,200,2,35,2,14,112,16.869999999999997,4.590000000000001,0,6,0,0,0,0,0,0,0,0,1,0
11881,5141,1,25,28,3688,195,24,10.39,0,1,0,0,0,1,0,0,0,0,0,0
11893,9271,1,52,19,37,208,9.929999999999996,8.869999999999997,0,2,0,0,0,0,0,1,0,0,0,0
11913,2622,2,30,23,36,127,11.61,8.259999999999998,0,5,0,0,0,0,0,0,1,0,0,0
11914,8803,1,55,28,137,344,29.630000000000003,20.24,0,7,0,1,0,0,0,0,0,0,0,0
11929,7634,1,45,6,1370,281,18.909999999999997,10.02,0,5,0,0,0,0,0,0,1,0,0,0
11932,4426,2,45,22,950,250,21.64,10.259999999999998,0,4,0,0,0,0,0,0,0,1,0,0
