SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,WEEK_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_3,adm2_8,adm2_11,adm2_6,adm2_9,adm2_2,adm2_4,adm2_1,adm2_10,adm2_7,adm2_5
3662,11241,1,45,22,5,NA,NA,846,0,6,0,0,0,1,0,0,0,0,0,0,0
3705,11781,1,23,18,7,NA,NA,1483,1,9,0,0,0,0,1,0,0,0,0,0,0
3710,8192,1,68,25,1,NA,NA,1229,1,7,0,0,0,0,0,0,0,0,0,1,0
3739,8769,1,64,9,4,NA,NA,1798,0,6,0,0,0,1,0,0,0,0,0,0,0
3741,11271,1,32,27,1,NA,NA,1224,1,4,0,0,0,0,0,0,1,0,0,0,0
3797,3449,1,55,30,1,NA,NA,2510,1,2,0,0,0,0,0,1,0,0,0,0,0
3809,6331,1,70,14,5,NA,NA,1411,0,5,0,0,0,0,0,0,0,0,0,0,1
3840,10045,1,20,22,1,NA,NA,1475,1,8,0,1,0,0,0,0,0,0,0,0,0
3886,3871,1,50,17,5,NA,NA,1800,0,11,0,0,1,0,0,0,0,0,0,0,0
3895,4023,1,24,18,4,NA,NA,1288,0,6,0,0,0,1,0,0,0,0,0,0,0
4006,862,1,36,14,6,NA,NA,1483,0,10,0,0,0,0,0,0,0,0,1,0,0
4085,8607,1,38,17,3,NA,NA,1365,0,1,0,0,0,0,0,0,0,1,0,0,0
4189,9376,1,18,22,7,NA,NA,1980,1,7,0,0,0,0,0,0,0,0,0,1,0
4277,776,1,42,8,2,NA,NA,2630,0,10,0,0,0,0,0,0,0,0,1,0,0
4315,97,1,78,2,4,NA,NA,922,0,2,0,0,0,0,0,1,0,0,0,0,0
4433,1762,1,25,17,5,NA,NA,802,0,11,0,0,1,0,0,0,0,0,0,0,0
4518,4165,1,45,18,2,NA,NA,2077,0,4,0,0,0,0,0,0,1,0,0,0,0
4561,11312,1,58,22,5,NA,NA,2747,0,6,0,0,0,1,0,0,0,0,0,0,0
4575,9662,1,36,19,1,NA,NA,1965,1,2,0,0,0,0,0,1,0,0,0,0,0
4680,6468,1,48,20,2,NA,NA,951,0,2,0,0,0,0,0,1,0,0,0,0,0
4688,414,1,23,25,1,NA,NA,1762,1,7,0,0,0,0,0,0,0,0,0,1,0
4740,2841,1,26,12,1,NA,NA,608,1,8,0,1,0,0,0,0,0,0,0,0,0
4751,11867,1,48,9,2,NA,NA,996,0,1,0,0,0,0,0,0,0,1,0,0,0
4770,239,1,34,5,6,NA,NA,1976,0,6,0,0,0,1,0,0,0,0,0,0,0
4835,5089,1,53,26,3,NA,NA,1447,0,1,0,0,0,0,0,0,0,1,0,0,0
4843,10426,1,32,8,3,NA,NA,2209,0,10,0,0,0,0,0,0,0,0,1,0,0
5020,9088,1,30,8,3,NA,NA,2057,0,6,0,0,0,1,0,0,0,0,0,0,0
5046,9863,1,40,20,5,NA,NA,3125,0,7,0,0,0,0,0,0,0,0,0,1,0
5052,9864,1,47,27,3,NA,NA,2672,0,6,0,0,0,1,0,0,0,0,0,0,0
5096,6589,1,27,16,4,NA,NA,1281,0,3,1,0,0,0,0,0,0,0,0,0,0
5106,3084,1,27,7,2,NA,NA,1990,0,3,1,0,0,0,0,0,0,0,0,0,0
5195,7060,1,60,14,5,NA,NA,3052,0,5,0,0,0,0,0,0,0,0,0,0,1
5217,5655,1,23,18,2,NA,NA,710,0,3,1,0,0,0,0,0,0,0,0,0,0
5218,9753,1,28,22,5,NA,NA,1734,0,6,0,0,0,1,0,0,0,0,0,0,0
5307,7116,1,65,22,7,NA,NA,1520,1,7,0,0,0,0,0,0,0,0,0,1,0
5339,6616,1,35,17,5,NA,NA,2305,0,3,1,0,0,0,0,0,0,0,0,0,0
5382,7348,1,45,20,3,NA,NA,2555,0,5,0,0,0,0,0,0,0,0,0,0,1
5405,8154,1,74,23,6,NA,NA,2210,0,4,0,0,0,0,0,0,1,0,0,0,0
5503,1306,1,44,16,6,NA,NA,1777,0,5,0,0,0,0,0,0,0,0,0,0,1
5517,11683,1,50,17,5,NA,NA,1781,0,11,0,0,1,0,0,0,0,0,0,0,0
5532,2406,1,18,8,2,NA,NA,775,0,10,0,0,0,0,0,0,0,0,1,0,0
5549,4342,1,52,16,4,NA,NA,1289,0,3,1,0,0,0,0,0,0,0,0,0,0
5574,5343,1,46,16,2,NA,NA,1819,0,6,0,0,0,1,0,0,0,0,0,0,0
5593,9563,1,88,8,3,NA,NA,928,0,10,0,0,0,0,0,0,0,0,1,0,0
5594,4393,1,48,5,6,NA,NA,2900,0,6,0,0,0,1,0,0,0,0,0,0,0
5628,7530,1,51,18,7,NA,NA,1692,1,8,0,1,0,0,0,0,0,0,0,0,0
5682,7320,1,19,24,7,NA,NA,1699,1,7,0,0,0,0,0,0,0,0,0,1,0
5763,8312,1,39,30,1,NA,NA,1490,1,2,0,0,0,0,0,1,0,0,0,0,0
5768,9538,1,54,10,5,NA,NA,1668,0,10,0,0,0,0,0,0,0,0,1,0,0
5839,10677,1,54,20,2,NA,NA,1348,0,9,0,0,0,0,1,0,0,0,0,0,0
5847,10418,1,40,25,6,NA,NA,2357,0,4,0,0,0,0,0,0,1,0,0,0,0
5940,6599,1,53,13,3,NA,NA,1591,0,1,0,0,0,0,0,0,0,1,0,0,0
5943,11007,1,60,29,1,NA,NA,867,1,8,0,1,0,0,0,0,0,0,0,0,0
5972,2683,1,75,24,7,NA,NA,1635,1,7,0,0,0,0,0,0,0,0,0,1,0
6092,10030,1,31,19,6,NA,NA,855,0,11,0,0,1,0,0,0,0,0,0,0,0
6099,4024,1,46,12,4,NA,NA,1696,0,10,0,0,0,0,0,0,0,0,1,0,0
6111,9599,1,30,19,1,NA,NA,1358,1,9,0,0,0,0,1,0,0,0,0,0,0
6137,11505,1,32,12,4,NA,NA,1627,0,10,0,0,0,0,0,0,0,0,1,0,0
6161,7431,1,24,15,6,NA,NA,1574,0,5,0,0,0,0,0,0,0,0,0,0,1
6245,4962,1,19,25,4,NA,NA,2245,0,9,0,0,0,0,1,0,0,0,0,0,0
6415,10559,1,49,25,3,NA,NA,1759,0,7,0,0,0,0,0,0,0,0,0,1,0
6431,1979,1,40,25,1,NA,NA,1377,1,7,0,0,0,0,0,0,0,0,0,1,0
6449,11158,1,55,19,6,NA,NA,1542,0,11,0,0,1,0,0,0,0,0,0,0,0
6472,8236,1,70,17,7,NA,NA,1338,1,5,0,0,0,0,0,0,0,0,0,0,1
6494,7306,1,62,23,4,NA,NA,1570,0,8,0,1,0,0,0,0,0,0,0,0,0
6521,4972,1,52,26,2,NA,NA,1265,0,6,0,0,0,1,0,0,0,0,0,0,0
6549,2072,1,28,20,2,NA,NA,1635,0,9,0,0,0,0,1,0,0,0,0,0,0
6644,2023,1,20,29,7,NA,NA,2664,1,2,0,0,0,0,0,1,0,0,0,0,0
6660,10153,1,65,15,4,NA,NA,1096,0,3,1,0,0,0,0,0,0,0,0,0,0
6667,926,1,52,12,4,NA,NA,1163,0,10,0,0,0,0,0,0,0,0,1,0,0
6722,9186,1,26,16,7,NA,NA,1892,1,5,0,0,0,0,0,0,0,0,0,0,1
6739,7431,1,28,15,6,NA,NA,1608,0,5,0,0,0,0,0,0,0,0,0,0,1
6764,7586,1,31,19,1,NA,NA,1522,1,9,0,0,0,0,1,0,0,0,0,0,0
6774,3868,1,54,20,4,NA,NA,2066,0,9,0,0,0,0,1,0,0,0,0,0,0
6777,5178,1,28,18,4,NA,NA,900,0,6,0,0,0,1,0,0,0,0,0,0,0
6780,540,1,55,24,7,NA,NA,2431,1,7,0,0,0,0,0,0,0,0,0,1,0
6789,7962,1,57,3,5,NA,NA,1912,0,3,1,0,0,0,0,0,0,0,0,0,0
6846,11600,1,70,22,3,NA,NA,1399,0,8,0,1,0,0,0,0,0,0,0,0,0
6869,9318,1,48,27,3,NA,NA,2536,0,7,0,0,0,0,0,0,0,0,0,1,0
6910,9295,1,49,28,6,NA,NA,1668,0,2,0,0,0,0,0,1,0,0,0,0,0
6929,280,1,43,15,3,NA,NA,3544,0,3,1,0,0,0,0,0,0,0,0,0,0
6975,3729,1,44,27,3,NA,NA,1569,0,6,0,0,0,1,0,0,0,0,0,0,0
7002,8136,1,59,18,6,NA,NA,2321,0,2,0,0,0,0,0,1,0,0,0,0,0
7016,3336,1,75,15,5,NA,NA,1510,0,1,0,0,0,0,0,0,0,1,0,0,0
7113,1001,1,21,22,5,NA,NA,1029,0,6,0,0,0,1,0,0,0,0,0,0,0
7119,2190,1,47,23,4,NA,NA,1857,0,7,0,0,0,0,0,0,0,0,0,1,0
7443,3703,1,63,20,2,NA,NA,1601,0,2,0,0,0,0,0,1,0,0,0,0,0
7477,8801,1,70,6,1,NA,NA,1855,1,3,1,0,0,0,0,0,0,0,0,0,0
7550,10646,1,50,8,3,NA,NA,1555,0,6,0,0,0,1,0,0,0,0,0,0,0
7582,1303,1,20,17,6,NA,NA,1938,0,3,1,0,0,0,0,0,0,0,0,0,0
7717,7901,1,60,11,4,NA,NA,1525,0,1,0,0,0,0,0,0,0,1,0,0,0
7777,1023,1,63,24,5,NA,NA,951,0,7,0,0,0,0,0,0,0,0,0,1,0
7796,2805,1,63,26,3,NA,NA,1769,0,1,0,0,0,0,0,0,0,1,0,0,0
7801,7239,1,59,18,4,NA,NA,1870,0,1,0,0,0,0,0,0,0,1,0,0,0
7836,309,1,22,17,7,NA,NA,2742,1,5,0,0,0,0,0,0,0,0,0,0,1
7855,5866,1,32,15,4,NA,NA,1203,0,8,0,1,0,0,0,0,0,0,0,0,0
7860,4323,1,49,17,5,NA,NA,773,0,11,0,0,1,0,0,0,0,0,0,0,0
7873,601,1,23,26,4,NA,NA,3144,0,7,0,0,0,0,0,0,0,0,0,1,0
7902,2148,1,39,20,2,NA,NA,1170,0,9,0,0,0,0,1,0,0,0,0,0,0
7914,1466,1,46,27,4,NA,NA,1120,0,1,0,0,0,0,0,0,0,1,0,0,0
7920,3183,1,70,8,3,NA,NA,1107,0,10,0,0,0,0,0,0,0,0,1,0,0
8032,357,1,57,18,2,NA,NA,1700,0,8,0,1,0,0,0,0,0,0,0,0,0
8037,7869,1,20,20,2,NA,NA,1058,0,9,0,0,0,0,1,0,0,0,0,0,0
8100,6752,1,58,16,5,NA,NA,993,0,4,0,0,0,0,0,0,1,0,0,0,0
8106,798,1,42,19,3,NA,NA,1173,0,6,0,0,0,1,0,0,0,0,0,0,0
8115,11608,1,51,8,3,NA,NA,2649,0,6,0,0,0,1,0,0,0,0,0,0,0
8125,8974,1,53,26,3,NA,NA,2624,0,1,0,0,0,0,0,0,0,1,0,0,0
8173,3510,1,57,24,5,NA,NA,2482,0,4,0,0,0,0,0,0,1,0,0,0,0
8208,970,1,58,20,2,NA,NA,912,0,2,0,0,0,0,0,1,0,0,0,0,0
8315,953,1,50,7,2,NA,NA,1041,0,3,1,0,0,0,0,0,0,0,0,0,0
8316,4727,1,51,16,5,NA,NA,1885,0,4,0,0,0,0,0,0,1,0,0,0,0
8349,204,1,45,12,5,NA,NA,1638,0,1,0,0,0,0,0,0,0,1,0,0,0
8470,4858,1,39,16,6,NA,NA,2356,0,5,0,0,0,0,0,0,0,0,0,0,1
8536,6604,1,57,5,7,NA,NA,2321,1,3,1,0,0,0,0,0,0,0,0,0,0
8564,2801,1,36,25,6,NA,NA,1835,0,4,0,0,0,0,0,0,1,0,0,0,0
8615,785,1,49,2,4,NA,NA,2079,0,2,0,0,0,0,0,1,0,0,0,0,0
8658,6633,1,64,24,5,NA,NA,1592,0,7,0,0,0,0,0,0,0,0,0,1,0
8795,2453,1,42,9,2,NA,NA,988,0,1,0,0,0,0,0,0,0,1,0,0,0
8804,6292,1,46,12,1,NA,NA,643,1,8,0,1,0,0,0,0,0,0,0,0,0
8821,8705,1,20,16,4,NA,NA,2387,0,3,1,0,0,0,0,0,0,0,0,0,0
8840,940,1,62,20,2,NA,NA,3324,0,9,0,0,0,0,1,0,0,0,0,0,0
8870,2664,1,64,24,5,NA,NA,1337,0,4,0,0,0,0,0,0,1,0,0,0,0
8871,1125,1,66,25,2,NA,NA,733,0,1,0,0,0,0,0,0,0,1,0,0,0
8925,6390,1,74,26,2,NA,NA,887,0,6,0,0,0,1,0,0,0,0,0,0,0
8996,953,1,60,7,2,NA,NA,735,0,3,1,0,0,0,0,0,0,0,0,0,0
9006,5691,1,45,19,6,NA,NA,2104,0,11,0,0,1,0,0,0,0,0,0,0,0
9101,6274,1,44,5,7,NA,NA,2188,1,3,1,0,0,0,0,0,0,0,0,0,0
9147,8052,1,48,22,7,NA,NA,1500,1,7,0,0,0,0,0,0,0,0,0,1,0
9200,6555,1,44,24,7,NA,NA,1550,1,7,0,0,0,0,0,0,0,0,0,1,0
9233,11312,1,33,22,5,NA,NA,2021,0,6,0,0,0,1,0,0,0,0,0,0,0
9261,3396,1,70,15,6,NA,NA,1831,0,4,0,0,0,0,0,0,1,0,0,0,0
9267,2210,1,36,24,5,NA,NA,1500,0,8,0,1,0,0,0,0,0,0,0,0,0
9315,6967,1,40,19,1,NA,NA,829,1,9,0,0,0,0,1,0,0,0,0,0,0
9329,9685,1,29,16,6,NA,NA,821,0,5,0,0,0,0,0,0,0,0,0,0,1
9335,1303,1,46,17,6,NA,NA,2068,0,3,1,0,0,0,0,0,0,0,0,0,0
9369,10677,1,23,20,2,NA,NA,1129,0,9,0,0,0,0,1,0,0,0,0,0,0
9371,554,1,42,18,2,NA,NA,1466,0,8,0,1,0,0,0,0,0,0,0,0,0
9391,4501,1,18,26,7,NA,NA,1918,1,4,0,0,0,0,0,0,1,0,0,0,0
9427,4424,1,54,18,2,NA,NA,1892,0,4,0,0,0,0,0,0,1,0,0,0,0
9438,7963,1,51,21,1,NA,NA,1454,1,11,0,0,1,0,0,0,0,0,0,0,0
9515,10698,1,64,11,4,NA,NA,2543,0,10,0,0,0,0,0,0,0,0,1,0,0
9543,9610,1,35,15,3,NA,NA,2927,0,3,1,0,0,0,0,0,0,0,0,0,0
9555,7891,1,90,24,3,NA,NA,1505,0,9,0,0,0,0,1,0,0,0,0,0,0
9564,6611,1,53,19,7,NA,NA,1565,1,2,0,0,0,0,0,1,0,0,0,0,0
9653,3945,1,55,19,7,NA,NA,1143,1,11,0,0,1,0,0,0,0,0,0,0,0
9660,7346,1,60,24,5,NA,NA,1958,0,4,0,0,0,0,0,0,1,0,0,0,0
9694,4949,1,49,27,6,NA,NA,1354,0,10,0,0,0,0,0,0,0,0,1,0,0
9699,2087,1,49,21,6,NA,NA,2665,0,10,0,0,0,0,0,0,0,0,1,0,0
9718,9328,1,30,26,7,NA,NA,2686,1,4,0,0,0,0,0,0,1,0,0,0,0
9742,1257,1,42,28,6,NA,NA,1349,0,2,0,0,0,0,0,1,0,0,0,0,0
9887,9689,1,52,27,6,NA,NA,1946,0,10,0,0,0,0,0,0,0,0,1,0,0
9896,5432,1,25,18,2,NA,NA,1768,0,3,1,0,0,0,0,0,0,0,0,0,0
9965,8649,1,58,26,3,NA,NA,1774,0,1,0,0,0,0,0,0,0,1,0,0,0
9979,5006,1,26,17,5,NA,NA,1734,0,11,0,0,1,0,0,0,0,0,0,0,0
9992,10508,1,21,21,3,NA,NA,1717,0,9,0,0,0,0,1,0,0,0,0,0,0
10027,703,1,21,13,3,NA,NA,2249,0,1,0,0,0,0,0,0,0,1,0,0,0
10165,1704,1,21,11,2,NA,NA,849,0,1,0,0,0,0,0,0,0,1,0,0,0
10180,1850,1,26,27,3,NA,NA,1224,0,7,0,0,0,0,0,0,0,0,0,1,0
10225,8684,1,25,16,7,NA,NA,2073,1,5,0,0,0,0,0,0,0,0,0,0,1
10228,2142,1,25,20,1,NA,NA,1085,1,11,0,0,1,0,0,0,0,0,0,0,0
10274,5512,1,32,17,7,NA,NA,1900,1,5,0,0,0,0,0,0,0,0,0,0,1
10319,8982,1,65,28,6,NA,NA,908,0,2,0,0,0,0,0,1,0,0,0,0,0
10332,7717,1,60,10,5,NA,NA,1369,0,6,0,0,0,1,0,0,0,0,0,0,0
10398,6371,1,52,25,6,NA,NA,1989,0,4,0,0,0,0,0,0,1,0,0,0,0
10401,3130,1,34,27,1,NA,NA,2659,1,4,0,0,0,0,0,0,1,0,0,0,0
10406,2441,1,31,16,6,NA,NA,2624,0,5,0,0,0,0,0,0,0,0,0,0,1
10412,710,1,49,17,7,NA,NA,2382,1,5,0,0,0,0,0,0,0,0,0,0,1
10530,8202,1,43,20,5,NA,NA,1734,0,7,0,0,0,0,0,0,0,0,0,1,0
10545,7533,1,40,21,3,NA,NA,687,0,9,0,0,0,0,1,0,0,0,0,0,0
10626,1704,1,60,11,2,NA,NA,865,0,1,0,0,0,0,0,0,0,1,0,0,0
10636,6456,1,55,18,6,NA,NA,2667,0,11,0,0,1,0,0,0,0,0,0,0,0
10649,5640,1,27,19,3,NA,NA,468,0,6,0,0,0,1,0,0,0,0,0,0,0
10653,452,1,51,22,3,NA,NA,242,0,1,0,0,0,0,0,0,0,1,0,0,0
10663,1301,1,45,12,1,NA,NA,1371,1,8,0,1,0,0,0,0,0,0,0,0,0
10721,11821,1,34,14,5,NA,NA,2284,0,5,0,0,0,0,0,0,0,0,0,0,1
10858,183,1,24,27,1,NA,NA,1957,1,4,0,0,0,0,0,0,1,0,0,0,0
10880,10665,1,53,18,4,NA,NA,1396,0,1,0,0,0,0,0,0,0,1,0,0,0
10893,7129,1,19,15,5,NA,NA,1519,0,1,0,0,0,0,0,0,0,1,0,0,0
10915,2964,1,35,15,3,NA,NA,1717,0,11,0,0,1,0,0,0,0,0,0,0,0
10930,1850,1,29,27,3,NA,NA,1587,0,7,0,0,0,0,0,0,0,0,0,1,0
10953,10665,1,19,18,4,NA,NA,1313,0,1,0,0,0,0,0,0,0,1,0,0,0
10957,8757,1,69,14,3,NA,NA,1048,0,4,0,0,0,0,0,0,1,0,0,0,0
10980,7888,1,35,27,3,NA,NA,2559,0,7,0,0,0,0,0,0,0,0,0,1,0
10986,8179,1,36,13,6,NA,NA,2025,0,10,0,0,0,0,0,0,0,0,1,0,0
11080,6761,1,40,19,2,NA,NA,3175,0,5,0,0,0,0,0,0,0,0,0,0,1
11120,1599,1,45,11,6,NA,NA,1855,0,10,0,0,0,0,0,0,0,0,1,0,0
11207,6276,1,41,30,1,NA,NA,1974,1,2,0,0,0,0,0,1,0,0,0,0,0
11311,8595,1,25,20,5,NA,NA,1546,0,7,0,0,0,0,0,0,0,0,0,1,0
11352,8064,1,27,20,2,NA,NA,540,0,2,0,0,0,0,0,1,0,0,0,0,0
11357,9471,1,70,24,7,NA,NA,2445,1,7,0,0,0,0,0,0,0,0,0,1,0
11396,2884,1,32,14,3,NA,NA,675,0,4,0,0,0,0,0,0,1,0,0,0,0
11401,5801,1,29,20,1,NA,NA,2181,1,11,0,0,1,0,0,0,0,0,0,0,0
11441,3774,1,56,18,3,NA,NA,1298,0,7,0,0,0,0,0,0,0,0,0,1,0
11446,1794,1,29,23,4,NA,NA,1981,0,8,0,1,0,0,0,0,0,0,0,0,0
11458,2180,1,58,16,7,NA,NA,1592,1,4,0,0,0,0,0,0,1,0,0,0,0
11509,7251,1,61,14,5,NA,NA,2389,0,4,0,0,0,0,0,0,1,0,0,0,0
11630,7421,1,64,5,7,NA,NA,2123,1,3,1,0,0,0,0,0,0,0,0,0,0
11665,9160,1,34,20,1,NA,NA,1840,1,2,0,0,0,0,0,1,0,0,0,0,0
11746,11839,1,34,19,7,NA,NA,1215,1,11,0,0,1,0,0,0,0,0,0,0,0
11768,9599,1,26,19,1,NA,NA,2266,1,9,0,0,0,0,1,0,0,0,0,0,0
11783,11218,1,42,9,2,NA,NA,1086,0,1,0,0,0,0,0,0,0,1,0,0,0
11813,9941,1,57,8,3,NA,NA,957,0,3,1,0,0,0,0,0,0,0,0,0,0
11849,7285,1,32,13,4,NA,NA,2118,0,5,0,0,0,0,0,0,0,0,0,0,1
11851,2666,1,48,25,1,NA,NA,1436,1,7,0,0,0,0,0,0,0,0,0,1,0
11876,8982,1,42,28,6,NA,NA,1185,0,2,0,0,0,0,0,1,0,0,0,0,0
11880,2017,1,39,15,3,NA,NA,1853,0,3,1,0,0,0,0,0,0,0,0,0,0
11907,2448,1,62,20,2,NA,NA,2553,0,9,0,0,0,0,1,0,0,0,0,0,0
11979,9763,1,55,16,5,NA,NA,1058,0,4,0,0,0,0,0,0,1,0,0,0,0
12015,4972,1,20,26,2,NA,NA,1540,0,6,0,0,0,1,0,0,0,0,0,0,0
12082,7888,1,63,27,3,NA,NA,3187,0,7,0,0,0,0,0,0,0,0,0,1,0
12141,910,1,60,21,7,NA,NA,957,1,8,0,1,0,0,0,0,0,0,0,0,0
12194,4998,1,18,27,3,NA,NA,1759,0,7,0,0,0,0,0,0,0,0,0,1,0
12270,4552,1,55,5,6,NA,NA,1536,0,6,0,0,0,1,0,0,0,0,0,0,0
12288,2563,1,30,30,1,NA,NA,401,1,2,0,0,0,0,0,1,0,0,0,0,0
12372,3038,1,40,15,6,NA,NA,997,0,5,0,0,0,0,0,0,0,0,0,0,1
12414,7878,1,49,10,5,NA,NA,1138,0,6,0,0,0,1,0,0,0,0,0,0,0
12418,8916,1,23,7,2,NA,NA,2557,0,3,1,0,0,0,0,0,0,0,0,0,0
12517,8054,1,57,24,5,NA,NA,1462,0,4,0,0,0,0,0,0,1,0,0,0,0
12527,6861,1,68,22,1,NA,NA,1484,1,8,0,1,0,0,0,0,0,0,0,0,0
12626,9150,1,62,5,7,NA,NA,1677,1,3,1,0,0,0,0,0,0,0,0,0,0
12647,1003,1,38,17,3,NA,NA,3753,0,6,0,0,0,1,0,0,0,0,0,0,0
12653,3726,1,39,17,7,NA,NA,2587,1,5,0,0,0,0,0,0,0,0,0,0,1
12701,1810,1,54,27,3,NA,NA,711,0,6,0,0,0,1,0,0,0,0,0,0,0
12706,9423,1,55,21,2,NA,NA,2114,0,1,0,0,0,0,0,0,0,1,0,0,0
12732,3577,1,49,16,4,NA,NA,1853,0,11,0,0,1,0,0,0,0,0,0,0,0
12868,3412,1,75,18,4,NA,NA,1343,0,6,0,0,0,1,0,0,0,0,0,0,0
12884,11529,1,45,18,2,NA,NA,1969,0,8,0,1,0,0,0,0,0,0,0,0,0
12903,2720,1,52,19,7,NA,NA,1306,1,11,0,0,1,0,0,0,0,0,0,0,0
12968,5090,1,36,19,3,NA,NA,2005,0,6,0,0,0,1,0,0,0,0,0,0,0
13115,11689,1,60,5,6,NA,NA,2249,0,6,0,0,0,1,0,0,0,0,0,0,0
13146,1473,1,79,22,3,NA,NA,1428,0,7,0,0,0,0,0,0,0,0,0,1,0
13280,11689,1,29,5,6,NA,NA,2580,0,6,0,0,0,1,0,0,0,0,0,0,0
13294,8917,1,18,22,5,NA,NA,2779,0,6,0,0,0,1,0,0,0,0,0,0,0
13306,5230,1,34,16,5,NA,NA,1330,0,4,0,0,0,0,0,0,1,0,0,0,0
13358,8819,1,27,22,5,NA,NA,1003,0,6,0,0,0,1,0,0,0,0,0,0,0
13360,7451,1,45,18,7,NA,NA,1046,1,2,0,0,0,0,0,1,0,0,0,0,0
13461,1090,1,65,24,7,NA,NA,1996,1,4,0,0,0,0,0,0,1,0,0,0,0
13469,10129,1,23,15,3,NA,NA,1404,0,11,0,0,1,0,0,0,0,0,0,0,0
13592,3394,1,45,12,1,NA,NA,917,1,8,0,1,0,0,0,0,0,0,0,0,0
13662,4821,1,55,18,4,NA,NA,1729,0,6,0,0,0,1,0,0,0,0,0,0,0
13797,5671,1,25,19,7,NA,NA,3168,1,11,0,0,1,0,0,0,0,0,0,0,0
13860,149,1,37,28,6,NA,NA,1998,0,2,0,0,0,0,0,1,0,0,0,0,0
13865,10836,1,30,8,3,NA,NA,1263,0,10,0,0,0,0,0,0,0,0,1,0,0
13970,4255,1,18,16,2,NA,NA,1835,0,6,0,0,0,1,0,0,0,0,0,0,0
14013,11576,1,30,20,2,NA,NA,1366,0,9,0,0,0,0,1,0,0,0,0,0,0
14041,2342,1,69,19,2,NA,NA,843,0,5,0,0,0,0,0,0,0,0,0,0,1
14070,9908,1,24,22,7,NA,NA,2142,1,7,0,0,0,0,0,0,0,0,0,1,0
14072,10361,1,42,16,7,NA,NA,2664,1,5,0,0,0,0,0,0,0,0,0,0,1
14105,11766,1,22,27,3,NA,NA,1157,0,6,0,0,0,1,0,0,0,0,0,0,0
14133,6166,1,61,16,5,NA,NA,1299,0,8,0,1,0,0,0,0,0,0,0,0,0
14138,7999,1,32,18,2,NA,NA,2629,0,4,0,0,0,0,0,0,1,0,0,0,0
14171,7149,1,52,15,4,NA,NA,1054,0,8,0,1,0,0,0,0,0,0,0,0,0
14241,2924,1,61,14,5,NA,NA,2114,0,4,0,0,0,0,0,0,1,0,0,0,0
14242,10269,1,56,20,1,NA,NA,1916,1,11,0,0,1,0,0,0,0,0,0,0,0
14302,8657,1,47,24,3,NA,NA,1608,0,9,0,0,0,0,1,0,0,0,0,0,0
14325,2995,1,29,20,5,NA,NA,993,0,10,0,0,0,0,0,0,0,0,1,0,0
14333,5625,1,42,6,1,NA,NA,1071,1,3,1,0,0,0,0,0,0,0,0,0,0
14390,9295,1,27,28,6,NA,NA,1043,0,2,0,0,0,0,0,1,0,0,0,0,0
14450,2683,1,34,24,7,NA,NA,1441,1,7,0,0,0,0,0,0,0,0,0,1,0
14480,4637,1,34,9,2,NA,NA,1026,0,1,0,0,0,0,0,0,0,1,0,0,0
14493,11207,1,41,18,4,NA,NA,734,0,6,0,0,0,1,0,0,0,0,0,0,0
14519,1222,1,68,16,7,NA,NA,1624,1,4,0,0,0,0,0,0,1,0,0,0,0
14597,4586,1,44,21,1,NA,NA,1977,1,11,0,0,1,0,0,0,0,0,0,0,0
14605,840,1,39,17,5,NA,NA,2171,0,11,0,0,1,0,0,0,0,0,0,0,0
14609,1114,1,20,10,3,NA,NA,1693,0,1,0,0,0,0,0,0,0,1,0,0,0
14629,9597,1,21,18,2,NA,NA,1573,0,6,0,0,0,1,0,0,0,0,0,0,0
14766,8783,1,67,13,3,NA,NA,1278,0,1,0,0,0,0,0,0,0,1,0,0,0
14875,1976,1,27,11,5,NA,NA,1198,0,10,0,0,0,0,0,0,0,0,1,0,0
14920,1472,1,19,29,1,NA,NA,1182,1,8,0,1,0,0,0,0,0,0,0,0,0
14929,8469,1,63,18,7,NA,NA,1478,1,9,0,0,0,0,1,0,0,0,0,0,0
14945,3311,1,45,26,7,NA,NA,2036,1,4,0,0,0,0,0,0,1,0,0,0,0
14976,8381,1,62,19,7,NA,NA,2765,1,2,0,0,0,0,0,1,0,0,0,0,0
15086,4735,1,20,19,7,NA,NA,1560,1,11,0,0,1,0,0,0,0,0,0,0,0
15221,4988,1,36,23,4,NA,NA,971,0,8,0,1,0,0,0,0,0,0,0,0,0
15224,3879,1,56,24,5,NA,NA,1604,0,7,0,0,0,0,0,0,0,0,0,1,0
15280,9660,1,60,20,1,NA,NA,1232,1,11,0,0,1,0,0,0,0,0,0,0,0
15281,7967,1,36,13,3,NA,NA,2054,0,1,0,0,0,0,0,0,0,1,0,0,0
15329,7719,1,76,15,6,NA,NA,1144,0,1,0,0,0,0,0,0,0,1,0,0,0
15331,3726,1,71,17,7,NA,NA,719,1,5,0,0,0,0,0,0,0,0,0,0,1
15375,1818,1,47,22,5,NA,NA,1867,0,6,0,0,0,1,0,0,0,0,0,0,0
15454,9062,1,48,27,4,NA,NA,2088,0,1,0,0,0,0,0,0,0,1,0,0,0
15599,11379,1,59,27,3,NA,NA,751,0,6,0,0,0,1,0,0,0,0,0,0,0
15618,132,1,49,26,7,NA,NA,1974,1,4,0,0,0,0,0,0,1,0,0,0,0
