SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,sum_VITB12_mcg,WEEKEND,adm2_,adm2_9,adm2_3,adm2_1,adm2_8,adm2_2,adm2_7,adm2_10,adm2_5,adm2_6,adm2_4
30035,3145,1,28,19,48,414,53.01000000000001,23.659999999999997,0,0,1,0,0,1,0,0,0,0,0,0,0
30094,3265,1,28,12,1471,296,29.42,18.779999999999998,0.759,0,10,0,0,0,0,0,0,1,0,0,0
30134,5603,1,60,21,18,111,6.490000000000001,6.239999999999999,0,0,3,0,1,0,0,0,0,0,0,0,0
30147,682,1,50,25,46,250,14,8.389999999999999,0.738,0,1,0,0,1,0,0,0,0,0,0,0
30148,10808,1,62,22,655,202,17.93,8.889999999999999,0,0,4,0,0,0,0,0,0,0,0,0,1
30197,11233,1,22,1,201,461,32.94,19.6,2.097,1,8,0,0,0,1,0,0,0,0,0,0
30216,4252,1,30,19,118,129,12.08,7.02,1.6479,0,8,0,0,0,1,0,0,0,0,0,0
30236,9704,1,69,18,25,168,20.75,10.8,0,0,1,0,0,1,0,0,0,0,0,0,0
30239,6330,1,55,20,13,142,10.489999999999998,7.040000000000001,0.09270000000000002,0,4,0,0,0,0,0,0,0,0,0,1
30267,6488,1,20,21,87,316,24.42000000000001,16.820000000000004,1.2024,0,4,0,0,0,0,0,0,0,0,0,1
30290,6647,1,46,29,797,203,22.47,8.709999999999997,0.8748,0,1,0,0,1,0,0,0,0,0,0,0
30339,416,1,32,27,20,119,6.950000000000001,6.539999999999999,0,0,3,0,1,0,0,0,0,0,0,0,0
30364,3623,1,40,19,24,73,7.1899999999999995,5.409999999999998,0.738,0,8,0,0,0,1,0,0,0,0,0,0
30377,3325,1,35,2,21,185,13.079999999999998,8.13,0.342,0,5,0,0,0,0,0,0,0,1,0,0
30388,4046,1,48,25,878,285,29.36,11.25,0.5335,0,1,0,0,1,0,0,0,0,0,0,0
30431,4893,1,28,7,147,246,14.92,9.72,0.2655,1,1,0,0,1,0,0,0,0,0,0,0
30435,6359,1,25,29,75,90,3.28,2.3599999999999994,0,0,3,0,1,0,0,0,0,0,0,0,0
30455,2267,1,25,5,216,130,19.94,6.9799999999999995,0.4977,0,5,0,0,0,0,0,0,0,1,0,0
30484,478,1,22,5,15,139,8.26,5.32,1.503,0,9,1,0,0,0,0,0,0,0,0,0
30492,53,1,55,9,13,111,10.16,6.42,0,0,9,1,0,0,0,0,0,0,0,0,0
30575,7199,1,32,30,1383,278,28.900000000000002,13.32,0,0,1,0,0,1,0,0,0,0,0,0,0
30641,5941,1,23,8,25,191,8.56,6.199999999999999,0,0,7,0,0,0,0,0,1,0,0,0,0
30646,8531,1,35,3,54,244,18.15,11.3,0.37800000000000006,0,5,0,0,0,0,0,0,0,1,0,0
30701,8680,1,25,21,30,258,18.830000000000002,9.250000000000002,0.198,0,9,1,0,0,0,0,0,0,0,0,0
30793,531,1,29,8,35,124,10.43,7.1899999999999995,0.9,0,7,0,0,0,0,0,1,0,0,0,0
30802,7634,1,18,6,1801,307,20.63,9.32,0.7560000000000001,0,5,0,0,0,0,0,0,0,1,0,0
30843,8869,1,21,23,18,124,6.21,4.05,1.8,0,6,0,0,0,0,0,0,0,0,1,0
30922,1101,1,36,18,1862,330,27.99,11.889999999999999,1.053,0,9,1,0,0,0,0,0,0,0,0,0
30958,2792,1,65,20,12,176,16.23,9.269999999999998,0.531,0,4,0,0,0,0,0,0,0,0,0,1
31066,7811,1,36,20,13,95,9.93,7.8500000000000005,0.306,0,3,0,1,0,0,0,0,0,0,0,0
31078,4910,1,21,30,2973,280,43.57,21.22,4.02,0,8,0,0,0,1,0,0,0,0,0,0
31101,4158,1,41,2,73,215,16.78,9.89,0.747,0,5,0,0,0,0,0,0,0,1,0,0
31123,582,1,55,15,23,129,14.109999999999998,10.549999999999999,1.6720000000000002,0,10,0,0,0,0,0,0,1,0,0,0
31134,7460,1,28,16,576,81,18.3,3.3600000000000003,0.243,0,8,0,0,0,1,0,0,0,0,0,0
31136,4346,1,40,19,9,78,7.03,4.429999999999999,0.18900000000000003,0,8,0,0,0,1,0,0,0,0,0,0
31153,7679,1,27,19,7,105,10.930000000000001,6.9399999999999995,0,0,3,0,1,0,0,0,0,0,0,0,0
31163,7856,1,70,6,132,167,19.509999999999998,9.51,0.6939,0,1,0,0,1,0,0,0,0,0,0,0
31234,5683,1,32,8,124,159,15.389999999999999,9.78,0.234,0,7,0,0,0,0,0,1,0,0,0,0
31260,10828,1,21,3,0,14,1.5,0.6,1.8,0,5,0,0,0,0,0,0,0,1,0,0
31261,347,1,30,30,33,154,17.31,13.07,0,0,2,0,0,0,0,1,0,0,0,0,0
