SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,sum_VITB12_mcg,WEEKEND,adm2_,adm2_3,adm2_8,adm2_11,adm2_6,adm2_9,adm2_2,adm2_4,adm2_1,adm2_10,adm2_7,adm2_5
24891,5803,1,56,22,24,48,7.68,4.539999999999999,7.264499999999999,0,7,0,0,0,0,0,0,0,0,0,1,0
24950,79,1,60,21,497,60,2.9899999999999998,3.16,0,0,11,0,0,1,0,0,0,0,0,0,0,0
25065,9666,1,18,26,10,358,10.88,5.77,15.946,0,10,0,0,0,0,0,0,0,0,1,0,0
25156,10314,1,48,20,35,1564,6.619999999999999,5.27,6.921799999999999,0,11,0,0,1,0,0,0,0,0,0,0,0
25171,4853,1,29,17,87,262,7.420000000000001,5.249999999999999,5.1723,0,11,0,0,1,0,0,0,0,0,0,0,0
25353,1224,1,30,17,205,414,8.08,6.05,1.0917,0,5,0,0,0,0,0,0,0,0,0,0,1
25409,5414,1,28,27,2625,256,28.119999999999997,8.67,1.4520000000000002,0,10,0,0,0,0,0,0,0,0,1,0,0
25514,4950,1,24,20,1435,81,6.74,3.1199999999999997,0,0,9,0,0,0,0,1,0,0,0,0,0,0
25584,3808,1,28,20,71,93,6.6899999999999995,4.460000000000001,0,0,9,0,0,0,0,1,0,0,0,0,0,0
25617,4694,1,35,15,11,250,10.459999999999997,5.809999999999999,10.200099999999999,0,1,0,0,0,0,0,0,0,1,0,0,0
25640,10956,1,18,18,13,63,3.1300000000000003,3.07,0.7875,0,3,1,0,0,0,0,0,0,0,0,0,0
25642,3273,1,39,28,59,47,2.9099999999999997,3.85,0,0,11,0,0,1,0,0,0,0,0,0,0,0
25703,7965,1,56,16,46,5840,9.04,8.920000000000002,27.03,0,3,1,0,0,0,0,0,0,0,0,0,0
25743,9422,1,38,16,12,61,3.22,2.8999999999999995,0,0,11,0,0,1,0,0,0,0,0,0,0,0
25762,9059,1,32,15,58,1861,11.490000000000002,8.67,8.7563,0,5,0,0,0,0,0,0,0,0,0,0,1
25787,9597,1,46,18,15,1728,4.909999999999999,4.859999999999999,8.4952,0,6,0,0,0,1,0,0,0,0,0,0,0
25795,5829,1,33,3,113,124,6.039999999999999,4.62,1.08,0,3,1,0,0,0,0,0,0,0,0,0,0
25814,6223,1,59,19,484,2219,25.2,7.04,9.964,0,11,0,0,1,0,0,0,0,0,0,0,0
25893,8099,1,39,28,7,86,13.540000000000001,5.01,16.935000000000002,0,10,0,0,0,0,0,0,0,0,1,0,0
25919,819,1,74,15,25,416,4.01,1.9500000000000002,3.8565,0,11,0,0,1,0,0,0,0,0,0,0,0
25945,11612,1,56,17,4,58,13.790000000000001,5.2299999999999995,2.065,0,3,1,0,0,0,0,0,0,0,0,0,0
25955,1917,1,65,19,20,3289,4.83,5.219999999999999,15.105,0,9,0,0,0,0,1,0,0,0,0,0,0
26061,5825,1,21,18,41,122,9.569999999999999,7.260000000000001,0.3375,0,7,0,0,0,0,0,0,0,0,0,1,0
26092,6639,1,37,18,26,185,6.720000000000001,6.679999999999999,0,0,11,0,0,1,0,0,0,0,0,0,0,0
26111,10956,1,22,18,19,84,4.33,4.25,0.7875,0,3,1,0,0,0,0,0,0,0,0,0,0
26127,404,1,24,19,38,102,4.47,4.139999999999999,0.063,0,2,0,0,0,0,0,1,0,0,0,0,0
26150,7191,1,50,26,39,83,3.6699999999999995,2.5399999999999996,0.45,0,7,0,0,0,0,0,0,0,0,0,1,0
26247,11271,1,75,27,453,1002,28.87,8.520000000000001,10.17625,0,4,0,0,0,0,0,0,1,0,0,0,0
26250,4413,1,40,18,45,3930,12.06,8.38,18.1879,0,3,1,0,0,0,0,0,0,0,0,0,0
26404,161,1,35,27,146,2285,7.9700000000000015,6.840000000000001,11.8244,0,4,0,0,0,0,0,0,1,0,0,0,0
26450,7885,1,31,18,0,22,1.7000000000000002,2.49,0,0,7,0,0,0,0,0,0,0,0,0,1,0
26571,8021,1,68,20,32,2236,36.71000000000001,4.73,16.3649,0,1,0,0,0,0,0,0,0,1,0,0,0
26698,8520,1,42,16,85,157,13.339999999999998,10.45,0.0684,0,8,0,1,0,0,0,0,0,0,0,0,0
26704,5553,1,76,25,76,5627,9.51,7.340000000000001,26.128,0,4,0,0,0,0,0,0,1,0,0,0,0
26764,9728,1,46,6,23,46,6.479999999999999,2.3999999999999995,0.375,0,3,1,0,0,0,0,0,0,0,0,0,0
26829,7732,1,50,8,21,1419,9.36,6.77,6.3702000000000005,0,10,0,0,0,0,0,0,0,0,1,0,0
26894,9372,1,73,9,7,15,4.87,0.9,3.69684,0,1,0,0,0,0,0,0,0,1,0,0,0
26897,11781,1,24,18,96,83,3.89,3.2399999999999998,0,0,9,0,0,0,0,1,0,0,0,0,0,0
26904,8008,1,53,2,52,819,8.469999999999999,5.6899999999999995,11.382,0,2,0,0,0,0,0,1,0,0,0,0,0
26913,2252,1,48,23,33,124,5.15,2.8499999999999996,0,0,11,0,0,1,0,0,0,0,0,0,0,0
26918,2441,1,30,16,32,2720,8.790000000000001,9.44,13.4606,0,5,0,0,0,0,0,0,0,0,0,0,1
26958,583,1,47,6,136,233,19.87,13.98,9.234399999999999,0,3,1,0,0,0,0,0,0,0,0,0,0
26969,7586,1,56,19,154,2509,6.82,5.51,11.3102,0,9,0,0,0,0,1,0,0,0,0,0,0
27005,11366,1,22,17,217,259,23.880000000000006,14.759999999999996,11.940000000000001,0,3,1,0,0,0,0,0,0,0,0,0,0
27048,8118,1,39,22,10,46,5.35,3.1799999999999997,0,0,9,0,0,0,0,1,0,0,0,0,0,0
27051,6850,1,58,4,130,5056,13.89,12.289999999999997,27.129799999999996,0,6,0,0,0,1,0,0,0,0,0,0,0
27091,6855,1,45,10,17,319,4.9399999999999995,3.01,2.7585000000000006,0,6,0,0,0,1,0,0,0,0,0,0,0
27127,10689,1,19,17,3721,210,14.020000000000001,6.63,2.115,0,5,0,0,0,0,0,0,0,0,0,0,1
27181,8911,1,40,15,1,117,3.8899999999999997,4.049999999999999,0.6615000000000001,0,8,0,1,0,0,0,0,0,0,0,0,0
27189,1578,1,52,16,27,113,7.35,4.909999999999999,0,0,5,0,0,0,0,0,0,0,0,0,0,1
27254,970,1,26,20,5,69,9.33,4.109999999999999,8.088000000000001,0,2,0,0,0,0,0,1,0,0,0,0,0
27295,5733,1,33,20,10,330,3.2399999999999998,1.83,4.02975,0,11,0,0,1,0,0,0,0,0,0,0,0
27314,4608,1,36,10,20,1329,4.970000000000001,5.6899999999999995,5.882999999999999,0,1,0,0,0,0,0,0,0,1,0,0,0
27486,7140,1,63,10,57,2059,8.93,5.71,9.236500000000001,0,10,0,0,0,0,0,0,0,0,1,0,0
27526,2354,1,62,5,868,267,8.81,7.08,0,0,3,1,0,0,0,0,0,0,0,0,0,0
27588,8296,1,48,17,67,271,9.879999999999999,6.469999999999999,0,0,11,0,0,1,0,0,0,0,0,0,0,0
27591,2852,1,51,16,6,97,12.559999999999999,7.84,0,0,11,0,0,1,0,0,0,0,0,0,0,0
27661,8705,1,48,16,175,181,9.009999999999998,7.949999999999999,1.125,0,3,1,0,0,0,0,0,0,0,0,0,0
27760,6609,1,25,16,88,1508,7.750000000000001,3.1000000000000005,11.096,0,8,0,1,0,0,0,0,0,0,0,0,0
27793,7842,1,47,16,7,102,6.619999999999999,6.959999999999999,0.6003000000000001,0,5,0,0,0,0,0,0,0,0,0,0,1
27846,7377,1,67,21,25,548,4.4399999999999995,3.0999999999999996,4.941,0,8,0,1,0,0,0,0,0,0,0,0,0
27919,6117,1,34,18,25,105,7.94,6.26,1.5062,0,3,1,0,0,0,0,0,0,0,0,0,0
27994,9253,1,19,11,3,106,4.470000000000001,4.33,0.72,0,10,0,0,0,0,0,0,0,0,1,0,0
28002,11821,1,75,14,117,5799,9.43,9.43,26.7116,0,5,0,0,0,0,0,0,0,0,0,0,1
28033,1270,1,32,14,28,261,13.54,8.17,0.45,0,4,0,0,0,0,0,0,1,0,0,0,0
28054,5818,1,75,11,83,151,6.8,4.47,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28059,10512,1,39,26,68,65,3.65,2.8699999999999997,0.3375,0,7,0,0,0,0,0,0,0,0,0,1,0
28107,8465,1,35,14,300,187,7.0299999999999985,4.1899999999999995,0,0,4,0,0,0,0,0,0,1,0,0,0,0
28136,7421,1,40,5,826,94,6.64,2.64,0,0,3,1,0,0,0,0,0,0,0,0,0,0
28144,3164,1,45,8,147,99,4.459999999999999,2.6099999999999994,0.25,0,3,1,0,0,0,0,0,0,0,0,0,0
28145,1564,1,52,24,3811,1293,20.88,9.59,4.77,0,4,0,0,0,0,0,0,1,0,0,0,0
28159,7776,1,49,19,47,281,23.200000000000006,6.06,3.9626000000000006,0,6,0,0,0,1,0,0,0,0,0,0,0
28195,7166,1,82,20,103,152,11.43,9.65,5.76,0,2,0,0,0,0,0,1,0,0,0,0,0
28205,11569,1,36,16,10,129,4.58,4.67,0.3753,0,11,0,0,1,0,0,0,0,0,0,0,0
28223,7879,1,62,21,41,28,2.5100000000000002,1.8599999999999999,0,0,11,0,0,1,0,0,0,0,0,0,0,0
28316,5733,1,69,20,574,314,9.209999999999999,5.829999999999998,3.186,0,11,0,0,1,0,0,0,0,0,0,0,0
28399,10129,1,29,15,57,52,5.87,3.86,2.94,0,11,0,0,1,0,0,0,0,0,0,0,0
28466,5483,1,50,22,61,75,9.76,4.65,3.045,0,7,0,0,0,0,0,0,0,0,0,1,0
