SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_1,adm2_5,adm2_2,adm2_8,adm2_4,adm2_7,adm2_6,adm2_3
7785,4095,1,48,23,NA,NA,2326,0,6,0,0,0,0,0,0,1,0
7795,11772,1,20,23,NA,NA,1803,0,2,0,0,1,0,0,0,0,0
7840,8176,1,40,16,NA,NA,2058,0,1,1,0,0,0,0,0,0,0
7841,3287,1,30,9,NA,NA,1985,0,2,0,0,1,0,0,0,0,0
7928,6796,1,35,12,NA,NA,2089,0,6,0,0,0,0,0,0,1,0
7934,8314,1,35,21,NA,NA,1958,0,2,0,0,1,0,0,0,0,0
7998,1241,1,35,17,NA,NA,1556,0,1,1,0,0,0,0,0,0,0
8097,82,1,33,8,NA,NA,2081,0,7,0,0,0,0,0,1,0,0
8154,11788,1,95,20,NA,NA,1675,0,4,0,0,0,0,1,0,0,0
8160,10639,1,20,8,NA,NA,1607,0,5,0,1,0,0,0,0,0,0
8174,6220,1,30,24,NA,NA,2298,0,8,0,0,0,1,0,0,0,0
8186,5150,1,35,25,NA,NA,2011,0,4,0,0,0,0,1,0,0,0
8200,7410,1,58,27,NA,NA,1486,0,2,0,0,1,0,0,0,0,0
8219,6042,1,21,24,NA,NA,2245,0,4,0,0,0,0,1,0,0,0
8293,6413,1,28,19,NA,NA,1971,0,8,0,0,0,1,0,0,0,0
8323,3971,1,23,16,NA,NA,1508,0,6,0,0,0,0,0,0,1,0
8396,1052,1,22,14,NA,NA,3351,0,1,1,0,0,0,0,0,0,0
8540,9616,1,42,19,NA,NA,1950,0,1,1,0,0,0,0,0,0,0
8713,6159,1,38,21,NA,NA,1986,0,3,0,0,0,0,0,0,0,1
8843,4999,1,28,9,NA,NA,2004,0,7,0,0,0,0,0,1,0,0
8934,981,1,60,23,NA,NA,2116,0,6,0,0,0,0,0,0,1,0
8967,7832,1,28,16,NA,NA,1963,0,5,0,1,0,0,0,0,0,0
9072,2669,1,55,8,NA,NA,1722,0,2,0,0,1,0,0,0,0,0
9079,7914,1,42,11,NA,NA,1394,0,3,0,0,0,0,0,0,0,1
9195,5370,1,32,8,NA,NA,2399,0,7,0,0,0,0,0,1,0,0
9210,9522,1,73,20,NA,NA,1510,0,2,0,0,1,0,0,0,0,0
9224,3365,1,21,20,NA,NA,1939,0,4,0,0,0,0,1,0,0,0
9243,4100,1,49,1,NA,NA,1696,1,5,0,1,0,0,0,0,0,0
9254,1900,1,60,20,NA,NA,1337,0,4,0,0,0,0,1,0,0,0
9278,1830,1,40,25,NA,NA,1785,0,4,0,0,0,0,1,0,0,0
9311,9640,1,50,21,NA,NA,2365,0,8,0,0,0,1,0,0,0,0
9328,3207,1,32,13,NA,NA,1596,0,3,0,0,0,0,0,0,0,1
9373,8711,1,42,30,NA,NA,1696,0,3,0,0,0,0,0,0,0,1
9396,2278,1,45,29,NA,NA,2024,0,3,0,0,0,0,0,0,0,1
9416,4568,1,24,20,NA,NA,1831,0,4,0,0,0,0,1,0,0,0
9419,5992,1,35,23,NA,NA,1545,0,4,0,0,0,0,1,0,0,0
9435,7088,1,30,4,NA,NA,1626,0,5,0,1,0,0,0,0,0,0
9437,6532,1,20,17,NA,NA,1778,0,4,0,0,0,0,1,0,0,0
9440,10056,1,30,22,NA,NA,1807,0,5,0,1,0,0,0,0,0,0
9448,5013,1,37,13,NA,NA,2524,0,1,1,0,0,0,0,0,0,0
9463,2777,1,28,28,NA,NA,1938,0,3,0,0,0,0,0,0,0,1
9497,3624,1,28,15,NA,NA,1825,0,6,0,0,0,0,0,0,1,0
9530,7143,1,31,16,NA,NA,2471,0,5,0,1,0,0,0,0,0,0
9545,7029,1,21,17,NA,NA,2378,0,1,1,0,0,0,0,0,0,0
9662,1907,1,18,25,NA,NA,1506,0,4,0,0,0,0,1,0,0,0
9668,7203,1,20,22,NA,NA,2165,0,7,0,0,0,0,0,1,0,0
9804,7833,1,23,23,NA,NA,1729,0,4,0,0,0,0,1,0,0,0
9809,7792,1,40,28,NA,NA,1970,0,6,0,0,0,0,0,0,1,0
9893,2313,1,30,22,NA,NA,2325,0,5,0,1,0,0,0,0,0,0
9945,7290,1,25,23,NA,NA,1935,0,1,1,0,0,0,0,0,0,0
9987,9384,1,30,14,NA,NA,1367,0,4,0,0,0,0,1,0,0,0
10012,11042,1,43,9,NA,NA,1823,0,2,0,0,1,0,0,0,0,0
10075,6010,1,41,20,NA,NA,1649,0,2,0,0,1,0,0,0,0,0
10080,7,1,65,28,NA,NA,1925,0,8,0,0,0,1,0,0,0,0
10101,2110,1,70,22,NA,NA,1953,0,5,0,1,0,0,0,0,0,0
10122,2491,1,23,6,NA,NA,1754,0,2,0,0,1,0,0,0,0,0
10141,4177,1,23,23,NA,NA,1970,0,6,0,0,0,0,0,0,1,0
10178,4438,1,18,21,NA,NA,1941,0,3,0,0,0,0,0,0,0,1
10195,7548,1,65,1,NA,NA,1365,1,3,0,0,0,0,0,0,0,1
10236,7187,1,47,17,NA,NA,1965,0,4,0,0,0,0,1,0,0,0
10276,9036,1,55,20,NA,NA,2050,0,5,0,1,0,0,0,0,0,0
10299,672,1,27,20,NA,NA,2288,0,2,0,0,1,0,0,0,0,0
10313,3529,1,54,24,NA,NA,1958,0,8,0,0,0,1,0,0,0,0
10325,1839,1,50,19,NA,NA,2003,0,1,1,0,0,0,0,0,0,0
10389,10582,1,30,29,NA,NA,1677,0,5,0,1,0,0,0,0,0,0
10415,3384,1,33,29,NA,NA,1948,0,6,0,0,0,0,0,0,1,0
10470,5822,1,36,9,NA,NA,2280,0,7,0,0,0,0,0,1,0,0
10494,258,1,62,20,NA,NA,1324,0,2,0,0,1,0,0,0,0,0
10508,4295,1,35,27,NA,NA,1947,0,8,0,0,0,1,0,0,0,0
10529,739,1,25,11,NA,NA,1499,0,5,0,1,0,0,0,0,0,0
10583,3378,1,19,23,NA,NA,1701,0,4,0,0,0,0,1,0,0,0
10610,9252,1,33,17,NA,NA,1723,0,3,0,0,0,0,0,0,0,1
10625,9142,1,48,18,NA,NA,1402,0,3,0,0,0,0,0,0,0,1
10675,9889,1,45,11,NA,NA,1700,0,5,0,1,0,0,0,0,0,0
10677,1376,1,39,22,NA,NA,1947,0,4,0,0,0,0,1,0,0,0
10749,9799,1,48,21,NA,NA,2111,0,6,0,0,0,0,0,0,1,0
10765,4374,1,53,22,NA,NA,2929,0,8,0,0,0,1,0,0,0,0
10776,1488,1,50,23,NA,NA,2030,0,1,1,0,0,0,0,0,0,0
10822,11740,1,25,14,NA,NA,1660,0,5,0,1,0,0,0,0,0,0
10891,4603,1,25,25,NA,NA,1679,0,4,0,0,0,0,1,0,0,0
10912,7106,1,45,25,NA,NA,2456,0,1,1,0,0,0,0,0,0,0
10978,5651,1,28,24,NA,NA,2104,0,8,0,0,0,1,0,0,0,0
10992,9189,1,18,29,NA,NA,2129,0,3,0,0,0,0,0,0,0,1
11015,6548,1,56,23,NA,NA,2349,0,4,0,0,0,0,1,0,0,0
11161,6968,1,28,25,NA,NA,1818,0,8,0,0,0,1,0,0,0,0
11247,9189,1,30,29,NA,NA,1750,0,3,0,0,0,0,0,0,0,1
11356,7701,1,23,11,NA,NA,2315,0,7,0,0,0,0,0,1,0,0
11365,8055,1,42,21,NA,NA,2218,0,4,0,0,0,0,1,0,0,0
11366,10870,1,36,12,NA,NA,1987,0,1,1,0,0,0,0,0,0,0
11492,5310,1,23,9,NA,NA,1977,0,7,0,0,0,0,0,1,0,0
11532,1955,1,30,13,NA,NA,2940,0,1,1,0,0,0,0,0,0,0
11602,8401,1,60,27,NA,NA,1730,0,1,1,0,0,0,0,0,0,0
11696,967,1,24,27,NA,NA,2266,0,8,0,0,0,1,0,0,0,0
11704,8232,1,30,17,NA,NA,1202,0,1,1,0,0,0,0,0,0,0
11716,1375,1,30,11,NA,NA,1790,0,5,0,1,0,0,0,0,0,0
11732,7287,1,27,14,NA,NA,1695,0,5,0,1,0,0,0,0,0,0
11757,1230,1,35,17,NA,NA,1717,0,1,1,0,0,0,0,0,0,0
11797,4757,1,35,31,NA,NA,2468,0,3,0,0,0,0,0,0,0,1
11799,8016,1,48,22,NA,NA,1784,0,4,0,0,0,0,1,0,0,0
11800,1625,1,22,26,NA,NA,1242,0,6,0,0,0,0,0,0,1,0
11810,10398,1,50,18,NA,NA,1400,0,3,0,0,0,0,0,0,0,1
11823,10928,1,28,19,NA,NA,1898,0,1,1,0,0,0,0,0,0,0
11835,10181,1,50,27,NA,NA,1321,0,1,1,0,0,0,0,0,0,0
11836,11555,1,30,17,NA,NA,1579,0,1,1,0,0,0,0,0,0,0
11875,509,1,44,13,NA,NA,2153,0,1,1,0,0,0,0,0,0,0
11962,8950,1,68,17,NA,NA,2034,0,4,0,0,0,0,1,0,0,0
11965,9188,1,55,17,NA,NA,1756,0,7,0,0,0,0,0,1,0,0
12102,9276,1,27,20,NA,NA,2281,0,2,0,0,1,0,0,0,0,0
12173,2903,1,47,13,NA,NA,1903,0,4,0,0,0,0,1,0,0,0
12205,2917,1,44,22,NA,NA,2353,0,2,0,0,1,0,0,0,0,0
12309,2980,1,38,3,NA,NA,1002,0,2,0,0,1,0,0,0,0,0
12456,9444,1,28,14,NA,NA,2021,0,1,1,0,0,0,0,0,0,0
12474,4327,1,28,11,NA,NA,1926,0,3,0,0,0,0,0,0,0,1
12489,4715,1,42,20,NA,NA,2274,0,2,0,0,1,0,0,0,0,0
12515,9934,1,35,18,NA,NA,2045,0,3,0,0,0,0,0,0,0,1
12551,3935,1,30,20,NA,NA,2398,0,1,1,0,0,0,0,0,0,0
12606,6939,1,30,29,NA,NA,2055,0,5,0,1,0,0,0,0,0,0
12619,9907,1,30,17,NA,NA,1880,0,4,0,0,0,0,1,0,0,0
12620,4617,1,38,20,NA,NA,725,0,5,0,1,0,0,0,0,0,0
12667,3002,1,30,3,NA,NA,2069,0,2,0,0,1,0,0,0,0,0
12678,2673,1,45,15,NA,NA,2242,0,6,0,0,0,0,0,0,1,0
12824,10181,1,23,27,NA,NA,1744,0,1,1,0,0,0,0,0,0,0
12840,4259,1,18,13,NA,NA,1958,0,1,1,0,0,0,0,0,0,0
12908,35,1,48,22,NA,NA,1930,0,2,0,0,1,0,0,0,0,0
12916,11213,1,41,21,NA,NA,2212,0,6,0,0,0,0,0,0,1,0
13023,6409,1,19,17,NA,NA,1430,0,3,0,0,0,0,0,0,0,1
13035,1600,1,35,23,NA,NA,2600,0,1,1,0,0,0,0,0,0,0
13112,7922,1,35,29,NA,NA,1630,0,3,0,0,0,0,0,0,0,1
13120,11262,1,35,12,NA,NA,2001,0,1,1,0,0,0,0,0,0,0
13156,5323,1,60,22,NA,NA,1634,0,8,0,0,0,1,0,0,0,0
13193,2250,1,47,22,NA,NA,1655,0,4,0,0,0,0,1,0,0,0
13217,11634,1,52,17,NA,NA,2571,0,1,1,0,0,0,0,0,0,0
13221,11286,1,33,25,NA,NA,1901,0,7,0,0,0,0,0,1,0,0
13227,3155,1,30,16,NA,NA,2061,0,5,0,1,0,0,0,0,0,0
13232,1083,1,50,22,NA,NA,1776,0,2,0,0,1,0,0,0,0,0
13251,11651,1,64,23,NA,NA,1753,0,8,0,0,0,1,0,0,0,0
13314,10769,1,43,5,NA,NA,1592,0,2,0,0,1,0,0,0,0,0
13321,4188,1,18,27,NA,NA,1285,0,1,1,0,0,0,0,0,0,0
13356,7795,1,44,18,NA,NA,1724,0,3,0,0,0,0,0,0,0,1
13446,10664,1,65,17,NA,NA,2040,0,7,0,0,0,0,0,1,0,0
13480,7701,1,49,11,NA,NA,2297,0,7,0,0,0,0,0,1,0,0
13491,7298,1,20,20,NA,NA,2070,0,1,1,0,0,0,0,0,0,0
13520,8935,1,60,25,NA,NA,2326,0,8,0,0,0,1,0,0,0,0
13690,2567,1,53,21,NA,NA,2059,0,4,0,0,0,0,1,0,0,0
13746,3724,1,25,25,NA,NA,2176,0,4,0,0,0,0,1,0,0,0
13755,6687,1,58,16,NA,NA,2646,0,1,1,0,0,0,0,0,0,0
13790,6163,1,48,30,NA,NA,1390,0,3,0,0,0,0,0,0,0,1
13936,1735,1,23,25,NA,NA,2471,0,1,1,0,0,0,0,0,0,0
13939,8677,1,32,23,NA,NA,1799,0,6,0,0,0,0,0,0,1,0
13966,2761,1,20,20,NA,NA,1136,0,2,0,0,1,0,0,0,0,0
14005,1342,1,42,16,NA,NA,1881,0,5,0,1,0,0,0,0,0,0
14020,10524,1,19,15,NA,NA,1807,0,6,0,0,0,0,0,0,1,0
14046,4139,1,30,22,NA,NA,1291,0,2,0,0,1,0,0,0,0,0
14058,10524,1,65,15,NA,NA,1935,0,6,0,0,0,0,0,0,1,0
14221,7187,1,65,17,NA,NA,1943,0,4,0,0,0,0,1,0,0,0
