SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,sum_VITB12_mcg,WEEKEND,adm2_,adm2_7,adm2_9,adm2_3,adm2_6,adm2_8,adm2_1,adm2_4,adm2_10,adm2_5,adm2_2
32620,3156,1,45,15,39,221,31.150000000000002,13.020000000000001,0.6174,0,3,0,0,1,0,0,0,0,0,0,0
32644,11796,1,40,24,108,256,15.2,12.219999999999997,0,0,5,0,0,0,0,0,0,0,0,1,0
32649,10022,1,55,21,43,225,35.31999999999999,14.599999999999996,5.561100000000001,0,3,0,0,1,0,0,0,0,0,0,0
32705,5078,1,55,29,87,110,9.739999999999998,7.85,4.635,0,5,0,0,0,0,0,0,0,0,1,0
32721,5494,1,60,16,8,63,3.8200000000000003,2.5300000000000002,0.909,0,10,0,0,0,0,0,0,0,1,0,0
32750,10342,1,23,20,44,211,24.140000000000004,12.339999999999995,2.7864000000000004,0,7,1,0,0,0,0,0,0,0,0,0
32895,1402,1,35,28,127,299,16.979999999999997,10.709999999999999,0.7236000000000001,0,5,0,0,0,0,0,0,0,0,1,0
32987,2754,1,57,15,82,173,24.13,11.84,2.4643,0,3,0,0,1,0,0,0,0,0,0,0
33037,7297,1,26,7,170,243,14.649999999999999,9.92,0.3006,1,5,0,0,0,0,0,0,0,0,1,0
33049,5440,1,22,23,55,283,18.930000000000003,12.409999999999998,0.8289,0,8,0,0,0,0,1,0,0,0,0,0
33056,10681,1,30,10,343,384,52.63000000000001,22.960000000000004,0.2944,0,3,0,0,1,0,0,0,0,0,0,0
33064,10997,1,59,18,64,199,22.349999999999998,15.23,1.8,0,7,1,0,0,0,0,0,0,0,0,0
33084,5238,1,22,16,324,414,34.620000000000005,21.97000000000001,0.3681,0,7,1,0,0,0,0,0,0,0,0,0
33086,11044,1,35,2,245,267,31.439999999999998,15.649999999999999,5.5548,0,2,0,0,0,0,0,0,0,0,0,1
33104,2369,1,45,12,65,284,21.97,12.689999999999998,0.44190000000000007,0,7,1,0,0,0,0,0,0,0,0,0
33157,5469,1,37,19,48,188,20.75,11.909999999999997,0.44190000000000007,0,8,0,0,0,0,1,0,0,0,0,0
33245,4677,1,50,2,56,272,20.910000000000004,14.799999999999999,0.5489999999999999,0,8,0,0,0,0,1,0,0,0,0,0
33275,5462,1,21,7,47,105,8.829999999999998,4.8,1.1943000000000001,1,1,0,0,0,0,0,1,0,0,0,0
33301,5675,1,35,12,22,284,16.15,8.39,0.38159999999999994,0,7,1,0,0,0,0,0,0,0,0,0
33337,9997,1,40,6,44,190,25.479999999999993,12.099999999999998,0.7434000000000001,0,1,0,0,0,0,0,1,0,0,0,0
33358,2430,1,44,22,225,235,15.610000000000003,10.719999999999999,0.0565,0,4,0,0,0,0,0,0,1,0,0,0
33373,5056,1,25,6,325,272,27.760000000000005,17.990000000000006,2.907,0,3,0,0,1,0,0,0,0,0,0,0
33402,8349,1,26,12,83,323,30.990000000000006,21.050000000000004,0.3132,0,5,0,0,0,0,0,0,0,0,1,0
33410,9955,1,29,24,66,119,7.23,7.249999999999999,0.7209,0,5,0,0,0,0,0,0,0,0,1,0
33412,10195,1,55,12,117,424,19.55,15.51,0.3591,0,7,1,0,0,0,0,0,0,0,0,0
33481,7365,1,60,14,52,189,16.349999999999998,11.179999999999998,0.42480000000000007,0,4,0,0,0,0,0,0,1,0,0,0
33502,7062,1,27,14,44,297,35.09,24.919999999999998,0,0,3,0,0,1,0,0,0,0,0,0,0
33504,1890,1,35,10,198,237,36.78,15.380000000000003,3.9285,0,3,0,0,1,0,0,0,0,0,0,0
33518,6267,1,22,10,130,378,27.279999999999998,17.350000000000005,0.5904,0,7,1,0,0,0,0,0,0,0,0,0
33524,6420,1,18,11,322,279,31.07,8.809999999999999,0.04,0,9,0,1,0,0,0,0,0,0,0,0
33556,1174,1,32,5,770,293,35.25,21.18,0.5724,0,3,0,0,1,0,0,0,0,0,0,0
33558,558,1,42,8,33,169,16.04,10.44,2.7549,0,10,0,0,0,0,0,0,0,1,0,0
33573,6046,1,19,28,67,264,25.279999999999998,17.97,2.5857,0,1,0,0,0,0,0,1,0,0,0,0
33580,8985,1,25,6,129,275,30.35,20.400000000000002,1.4792,0,2,0,0,0,0,0,0,0,0,0,1
33586,5943,1,23,16,25,165,12.379999999999999,7.59,0.4257,0,10,0,0,0,0,0,0,0,1,0,0
33681,11742,1,50,7,102,210,28.860000000000003,12.469999999999997,1.9764,1,3,0,0,1,0,0,0,0,0,0,0
33733,6338,1,50,21,142,280,13.299999999999999,11.079999999999998,0.8634999999999999,0,10,0,0,0,0,0,0,0,1,0,0
33757,5718,1,38,28,230,336,15.649999999999999,11.65,0.8208,0,5,0,0,0,0,0,0,0,0,1,0
33766,3398,1,21,20,88,161,20.11,8.799999999999999,1.4571,0,7,1,0,0,0,0,0,0,0,0,0
33776,2005,1,60,6,109,290,30.86,24.88,5.726100000000001,0,8,0,0,0,0,1,0,0,0,0,0
33781,3179,1,20,8,584,412,16.85,9.61,0.4806,0,8,0,0,0,0,1,0,0,0,0,0
33798,9714,1,90,28,794,249,25.009999999999998,9.839999999999998,2.2095,0,5,0,0,0,0,0,0,0,0,1,0
33801,8978,1,25,26,131,408,24.73,16.4,1.129,0,4,0,0,0,0,0,0,1,0,0,0
33817,8960,1,30,20,28,89,5.66,4.31,0.441,0,1,0,0,0,0,0,1,0,0,0,0
33818,7728,1,36,21,77,132,10.089999999999998,8.58,0.675,0,10,0,0,0,0,0,0,0,1,0,0
33851,11170,1,30,5,5,69,6.109999999999999,3.3199999999999994,2.97,0,1,0,0,0,0,0,1,0,0,0,0
33865,10940,1,45,10,66,204,27.389999999999997,14.969999999999999,5.2488,0,2,0,0,0,0,0,0,0,0,0,1
33872,8080,1,30,23,43,195,15.379999999999999,8.16,0.63,0,8,0,0,0,0,1,0,0,0,0,0
33909,10725,1,45,3,61,101,4.68,2.21,0.8404,0,2,0,0,0,0,0,0,0,0,0,1
33935,7167,1,35,28,165,260,20.53,16.939999999999998,1.0368000000000002,0,5,0,0,0,0,0,0,0,0,1,0
33944,472,1,23,10,42,269,25.7,13.81,0.4383000000000001,0,7,1,0,0,0,0,0,0,0,0,0
34049,10899,1,28,2,109,566,24.860000000000003,13.31,2.4912,0,2,0,0,0,0,0,0,0,0,0,1
34075,8799,1,45,8,958,1232,24.52,17.909999999999997,0.33390000000000003,0,8,0,0,0,0,1,0,0,0,0,0
34205,3986,1,58,28,434,381,31.169999999999998,20.330000000000002,1.0242,0,1,0,0,0,0,0,1,0,0,0,0
34239,2412,1,48,4,100,306,37.72,17.580000000000002,1.8576,0,1,0,0,0,0,0,1,0,0,0,0
34263,2710,1,21,10,123,261,20.669999999999998,13.579999999999998,2.6469000000000005,0,7,1,0,0,0,0,0,0,0,0,0
34269,2968,1,30,23,46,141,8.14,7.299999999999999,0.198,0,8,0,0,0,0,1,0,0,0,0,0
34297,191,1,50,19,185,226,21.14,14.319999999999999,0,0,10,0,0,0,0,0,0,0,1,0,0
34339,8934,1,30,22,111,129,11.37,8.38,0.3321,0,4,0,0,0,0,0,0,1,0,0,0
34346,1964,1,31,12,145,187,16.550000000000004,11.219999999999999,6.3675,0,5,0,0,0,0,0,0,0,0,1,0
34358,6614,1,45,28,109,255,21.31,11.54,0.7746999999999999,0,2,0,0,0,0,0,0,0,0,0,1
34359,9163,1,34,9,433,529,45.47000000000001,24.050000000000004,1.0188,0,3,0,0,1,0,0,0,0,0,0,0
34390,4766,1,32,23,48,118,10.36,4.1899999999999995,0.63,0,1,0,0,0,0,0,1,0,0,0,0
34394,8138,1,40,21,63,107,5.43,3.96,0,0,8,0,0,0,0,1,0,0,0,0,0
34412,3561,1,23,12,131,224,17.439999999999998,13.41,0,0,10,0,0,0,0,0,0,0,1,0,0
34414,10443,1,25,24,24,136,17.29,9.569999999999999,3.8547000000000002,0,6,0,0,0,1,0,0,0,0,0,0
34425,10367,1,42,4,204,206,24.709999999999997,15.94,7.65,0,2,0,0,0,0,0,0,0,0,0,1
34433,11631,1,36,30,102,188,13.429999999999998,11.23,1.1119,0,5,0,0,0,0,0,0,0,0,1,0
34474,2579,1,55,19,86,221,13.52,11.53,0,0,10,0,0,0,0,0,0,0,1,0,0
34495,63,1,30,31,116,195,15.81,11.339999999999998,0.8828999999999999,0,5,0,0,0,0,0,0,0,0,1,0
34546,3404,1,28,14,89,87,11.059999999999999,8.149999999999997,0,0,4,0,0,0,0,0,0,1,0,0,0
